StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
17594,695432,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
17595,695473,F,0-35,Lower Than A Level,North Region,Unknown,0,N
17596,695503,F,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
17597,695584,M,35-55,Lower Than A Level,London Region,80-90%,0,N
17598,695611,M,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
17599,695651,M,0-35,Lower Than A Level,Ireland,Unknown,0,N
17600,695735,M,0-35,HE Qualification,East Anglian Region,40-50%,0,N
17601,695739,F,0-35,Lower Than A Level,North Region,Unknown,0,N
17602,695759,M,0-35,A Level or Equivalent,East Midlands Region,80-90%,0,N
17603,695794,M,0-35,Lower Than A Level,West Midlands Region,0-10%,0,N
17604,695799,F,0-35,HE Qualification,South Region,60-70%,0,N
17605,695916,M,0-35,A Level or Equivalent,Ireland,Unknown,0,N
17606,695956,F,35-55,HE Qualification,Wales,40-50%,0,N
17607,696072,M,0-35,A Level or Equivalent,Wales,80-90%,0,N
17608,696132,M,0-35,Lower Than A Level,East Anglian Region,80-90%,0,N
17609,696265,M,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
17610,696415,F,0-35,Lower Than A Level,North Region,Unknown,0,N
17611,696430,F,0-35,A Level or Equivalent,London Region,10-20,0,N
17612,696546,M,0-35,Lower Than A Level,South West Region,60-70%,0,N
17613,696789,M,35-55,HE Qualification,Wales,80-90%,0,N
17614,696807,F,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
17615,696826,M,0-35,Lower Than A Level,South Region,90-100%,0,Y
17616,696937,M,0-35,Lower Than A Level,South West Region,20-30%,0,N
17617,697045,M,0-35,A Level or Equivalent,South Region,40-50%,0,N
17618,697101,M,35-55,A Level or Equivalent,South Region,40-50%,0,N
17619,697352,M,0-35,A Level or Equivalent,Wales,60-70%,0,N
17620,697390,M,0-35,Lower Than A Level,South East Region,20-30%,0,N
17621,697433,M,0-35,Lower Than A Level,North Western Region,30-40%,0,N
17622,697474,F,0-35,A Level or Equivalent,South Region,90-100%,0,N
17623,697674,M,35-55,A Level or Equivalent,North Region,Unknown,0,N
17624,697705,M,0-35,A Level or Equivalent,Scotland,70-80%,0,N
17625,697730,M,0-35,HE Qualification,South Region,40-50%,0,N
17626,697841,M,0-35,Lower Than A Level,North Region,60-70%,0,N
17627,698007,M,0-35,A Level or Equivalent,East Anglian Region,10-20,0,N
17628,698016,M,0-35,A Level or Equivalent,Ireland,10-20,0,N
17629,698252,M,0-35,HE Qualification,Yorkshire Region,50-60%,0,N
17630,698347,F,0-35,A Level or Equivalent,Scotland,60-70%,0,N
17631,698351,M,0-35,HE Qualification,Wales,50-60%,0,N
17632,698399,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
17633,699417,M,0-35,Lower Than A Level,Scotland,80-90%,0,N
17634,1082062,M,35-55,Lower Than A Level,North Western Region,30-40%,0,Y
17635,1173473,M,55<=,Lower Than A Level,South Region,70-80%,0,N
17636,1197062,F,35-55,Lower Than A Level,East Midlands Region,90-100%,0,N
17637,1209065,M,55<=,HE Qualification,South West Region,70-80%,0,N
17638,1360878,M,35-55,HE Qualification,North Region,80-90%,0,N
17639,1373661,M,35-55,A Level or Equivalent,South East Region,60-70%,0,N
17640,1380308,M,35-55,HE Qualification,Wales,90-100%,0,N
17641,1382719,M,55<=,Lower Than A Level,North Western Region,80-90%,0,N
17642,1438584,M,35-55,Lower Than A Level,Wales,10-20,0,Y
17643,1442215,F,35-55,A Level or Equivalent,South West Region,70-80%,0,Y
17644,1459010,M,35-55,Lower Than A Level,North Region,10-20,0,N
17645,1482413,M,35-55,A Level or Equivalent,East Anglian Region,20-30%,0,N
17646,1484626,M,35-55,HE Qualification,Wales,10-20,0,N
17647,1492408,M,35-55,Post Graduate Qualification,Scotland,20-30%,1,N
17648,1526210,F,35-55,A Level or Equivalent,South West Region,70-80%,0,Y
17649,1589066,M,35-55,A Level or Equivalent,South Region,50-60%,0,N
17650,1593730,M,35-55,Post Graduate Qualification,Scotland,70-80%,0,N
17651,1601739,M,35-55,HE Qualification,Scotland,60-70%,1,N
17652,1661490,M,35-55,A Level or Equivalent,South Region,20-30%,0,N
17653,1667087,M,35-55,A Level or Equivalent,East Anglian Region,50-60%,1,N
17654,1723564,M,35-55,Lower Than A Level,Scotland,40-50%,0,N
17655,1733160,M,35-55,HE Qualification,Scotland,20-30%,0,Y
17656,1747824,M,35-55,HE Qualification,London Region,70-80%,0,N
17657,1757548,M,35-55,A Level or Equivalent,South West Region,30-40%,0,N
17658,1774297,M,35-55,HE Qualification,North Western Region,20-30%,0,N
17659,1794309,M,35-55,Lower Than A Level,East Midlands Region,90-100%,0,N
17660,1808407,F,35-55,A Level or Equivalent,West Midlands Region,70-80%,0,N
17661,1811098,M,55<=,A Level or Equivalent,West Midlands Region,60-70%,0,N
17662,1812797,F,35-55,HE Qualification,East Anglian Region,80-90%,0,N
17663,1822731,M,35-55,Lower Than A Level,Scotland,80-90%,0,N
17664,1832492,M,35-55,No Formal quals,Scotland,30-40%,0,N
17665,1871306,F,35-55,A Level or Equivalent,South Region,80-90%,0,Y
17666,1876461,M,35-55,HE Qualification,Scotland,40-50%,0,N
17667,1879751,F,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
17668,1881062,F,35-55,Lower Than A Level,East Anglian Region,80-90%,0,N
17669,1917311,M,35-55,HE Qualification,Scotland,20-30%,0,N
17670,1925789,M,35-55,HE Qualification,South East Region,90-100%,0,N
17671,1935155,F,0-35,A Level or Equivalent,London Region,20-30%,0,N
17672,1986180,M,35-55,Post Graduate Qualification,Ireland,Unknown,0,N
17673,1991049,M,35-55,A Level or Equivalent,South Region,50-60%,1,N
17674,2001461,F,35-55,Lower Than A Level,London Region,40-50%,0,N
17675,2008795,M,35-55,HE Qualification,Scotland,50-60%,1,N
17676,2024838,F,35-55,HE Qualification,Ireland,Unknown,0,N
17677,2025354,M,35-55,HE Qualification,Scotland,70-80%,0,N
17678,2025589,F,35-55,HE Qualification,London Region,0-10%,0,N
17679,2031234,M,35-55,HE Qualification,South Region,50-60%,2,N
17680,2038885,F,35-55,Lower Than A Level,South Region,10-20,0,N
17681,2043939,M,35-55,HE Qualification,East Anglian Region,90-100%,0,N
17682,2055671,F,35-55,A Level or Equivalent,East Midlands Region,90-100%,0,N
17683,2057959,F,35-55,HE Qualification,South East Region,60-70%,0,N
17684,2075945,F,35-55,A Level or Equivalent,South West Region,20-30%,0,N
17685,2098108,M,35-55,Lower Than A Level,South Region,80-90%,0,Y
17686,2106468,M,35-55,A Level or Equivalent,Scotland,40-50%,2,N
17687,2111313,M,35-55,HE Qualification,South West Region,40-50%,0,N
17688,2142243,M,0-35,Lower Than A Level,West Midlands Region,60-70%,0,N
17689,2143922,M,0-35,A Level or Equivalent,London Region,40-50%,0,N
17690,2150849,F,35-55,Lower Than A Level,North Western Region,0-10%,0,N
17691,2172709,M,35-55,A Level or Equivalent,West Midlands Region,10-20,0,N
17692,2189620,M,35-55,A Level or Equivalent,South Region,90-100%,0,N
17693,2196923,M,35-55,A Level or Equivalent,South Region,60-70%,0,N
17694,2201235,F,35-55,A Level or Equivalent,West Midlands Region,50-60%,1,N
17695,2204941,F,35-55,Lower Than A Level,East Anglian Region,40-50%,0,N
17696,2205559,F,35-55,A Level or Equivalent,Yorkshire Region,70-80%,0,N
17697,2224174,F,0-35,A Level or Equivalent,Scotland,20-30%,0,N
17698,2226202,M,0-35,Lower Than A Level,London Region,20-30%,0,Y
17699,2231512,M,35-55,HE Qualification,South East Region,90-100%,0,N
17700,2232340,M,35-55,A Level or Equivalent,West Midlands Region,Unknown,0,N
17701,2235019,M,0-35,Lower Than A Level,East Anglian Region,30-40%,2,N
17702,2257853,M,35-55,A Level or Equivalent,North Western Region,60-70%,0,N
17703,2260861,M,35-55,A Level or Equivalent,Scotland,30-40%,0,N
17704,2269148,F,35-55,A Level or Equivalent,South East Region,40-50%,1,N
17705,2278095,M,35-55,A Level or Equivalent,South West Region,90-100%,0,N
17706,2279403,M,35-55,Lower Than A Level,Yorkshire Region,20-30%,0,N
17707,2285405,M,35-55,HE Qualification,South Region,50-60%,0,N
17708,2290604,M,35-55,A Level or Equivalent,West Midlands Region,30-40%,0,N
17709,2307237,M,0-35,A Level or Equivalent,South East Region,0-10%,0,N
17710,2310615,F,35-55,A Level or Equivalent,North Region,80-90%,0,N
17711,2317337,F,0-35,Lower Than A Level,South East Region,40-50%,0,N
17712,2328759,M,35-55,Lower Than A Level,North Western Region,50-60%,0,N
17713,2337919,F,0-35,A Level or Equivalent,South West Region,40-50%,0,Y
17714,2339789,M,0-35,HE Qualification,Scotland,10-20,0,N
17715,2341830,F,0-35,HE Qualification,Scotland,20-30%,1,N
17716,2345307,F,0-35,A Level or Equivalent,South Region,40-50%,1,Y
17717,2348143,M,35-55,Lower Than A Level,North Western Region,70-80%,0,N
17718,2355701,M,35-55,HE Qualification,East Anglian Region,70-80%,0,N
17719,2357019,F,35-55,A Level or Equivalent,East Anglian Region,70-80%,0,N
17720,2369962,M,0-35,Lower Than A Level,South Region,50-60%,0,Y
17721,2391689,F,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
17722,2396471,F,0-35,A Level or Equivalent,East Midlands Region,40-50%,0,N
17723,2396643,F,0-35,A Level or Equivalent,South Region,80-90%,0,N
17724,2398169,F,35-55,A Level or Equivalent,South Region,90-100%,0,N
17725,2418277,M,35-55,HE Qualification,East Midlands Region,90-100%,0,N
17726,2423655,F,0-35,A Level or Equivalent,Scotland,10-20,1,Y
17727,2432655,M,0-35,A Level or Equivalent,South Region,50-60%,0,N
17728,2433216,M,35-55,HE Qualification,Scotland,20-30%,2,N
17729,2452111,M,0-35,Lower Than A Level,South Region,80-90%,0,N
17730,2459418,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
17731,2471673,M,55<=,HE Qualification,London Region,90-100%,0,N
17732,2471812,F,0-35,A Level or Equivalent,Scotland,90-100%,0,N
17733,2476409,M,35-55,HE Qualification,Scotland,40-50%,0,N
17734,2481629,M,35-55,Lower Than A Level,Ireland,90-100%,1,N
17735,2482085,F,35-55,A Level or Equivalent,South West Region,20-30%,0,N
17736,2484726,F,35-55,HE Qualification,South Region,90-100%,0,N
17737,2488965,M,0-35,HE Qualification,South East Region,50-60%,0,N
17738,2494306,M,35-55,A Level or Equivalent,Wales,70-80%,0,N
17739,2499525,F,0-35,A Level or Equivalent,South West Region,30-40%,0,N
17740,2507993,M,35-55,HE Qualification,South West Region,30-40%,0,N
17741,2509321,M,0-35,Lower Than A Level,London Region,10-20,0,N
17742,2516939,M,35-55,Post Graduate Qualification,Scotland,90-100%,0,N
17743,2517387,F,0-35,Lower Than A Level,East Anglian Region,90-100%,0,N
17744,2524969,F,0-35,A Level or Equivalent,Scotland,30-40%,0,N
17745,2525964,M,0-35,A Level or Equivalent,South Region,40-50%,0,N
17746,2527066,M,0-35,HE Qualification,East Midlands Region,10-20,1,N
17747,2533609,M,35-55,HE Qualification,Wales,10-20,0,N
17748,2542116,M,35-55,HE Qualification,Scotland,0-10%,0,N
17749,2546595,M,0-35,Lower Than A Level,West Midlands Region,30-40%,0,N
17750,2558893,M,0-35,Lower Than A Level,South Region,90-100%,0,N
17751,2560520,M,0-35,HE Qualification,North Western Region,50-60%,0,N
17752,2570274,M,35-55,A Level or Equivalent,North Western Region,60-70%,0,N
17753,2572145,M,0-35,Lower Than A Level,South West Region,50-60%,1,Y
17754,2574453,M,0-35,A Level or Equivalent,West Midlands Region,30-40%,0,N
17755,2590864,M,35-55,Lower Than A Level,North Western Region,40-50%,0,N
17756,2600000,M,0-35,Lower Than A Level,South Region,70-80%,0,N
17757,2605337,M,35-55,Lower Than A Level,Yorkshire Region,30-40%,0,N
17758,2612069,M,35-55,A Level or Equivalent,North Western Region,10-20,0,Y
17759,2612342,F,35-55,Lower Than A Level,Yorkshire Region,40-50%,0,N
17760,2615956,F,0-35,A Level or Equivalent,Wales,50-60%,0,N
17761,2635658,M,0-35,Lower Than A Level,London Region,0-10%,0,N
17762,2639205,M,35-55,A Level or Equivalent,South West Region,30-40%,0,N
17763,2639339,F,35-55,A Level or Equivalent,West Midlands Region,50-60%,0,N
17764,2641935,F,0-35,HE Qualification,East Anglian Region,50-60%,0,N
17765,2643240,F,35-55,Lower Than A Level,South Region,Unknown,1,N
17766,2650337,M,0-35,A Level or Equivalent,South West Region,0-10%,0,Y
17767,2653689,F,0-35,A Level or Equivalent,Ireland,50-60%,0,N
17768,2662152,F,35-55,HE Qualification,North Western Region,20-30%,0,N
17769,2672908,M,0-35,A Level or Equivalent,East Midlands Region,40-50%,0,N
17770,2675393,M,0-35,No Formal quals,North Western Region,30-40%,0,N
17771,2677210,M,0-35,Lower Than A Level,East Anglian Region,0-10%,0,N
17772,2678380,M,35-55,HE Qualification,South East Region,50-60%,0,N
17773,2680988,F,35-55,Post Graduate Qualification,North Region,Unknown,0,N
17774,2681782,M,35-55,A Level or Equivalent,Scotland,30-40%,0,Y
17775,2684043,M,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
17776,2685863,F,35-55,Lower Than A Level,East Anglian Region,60-70%,0,N
17777,2689863,F,0-35,A Level or Equivalent,South West Region,30-40%,1,N
17778,2698109,M,0-35,Lower Than A Level,East Anglian Region,70-80%,0,Y
17779,2716795,F,0-35,A Level or Equivalent,London Region,50-60%,0,N
17780,26915,M,35-55,Lower Than A Level,Wales,0-10%,0,N
17781,32553,M,0-35,A Level or Equivalent,North Western Region,60-70%,0,N
17782,40508,M,35-55,A Level or Equivalent,West Midlands Region,40-50%,0,N
17783,43564,M,35-55,HE Qualification,Scotland,80-90%,0,N
17784,63112,M,35-55,Lower Than A Level,South East Region,80-90%,0,N
17785,66713,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
17786,76579,F,0-35,HE Qualification,Yorkshire Region,10-20,0,N
17787,88568,M,35-55,HE Qualification,North Western Region,70-80%,0,N
17788,96873,M,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
17789,100758,F,0-35,A Level or Equivalent,London Region,10-20,0,N
17790,101414,M,35-55,Lower Than A Level,Yorkshire Region,70-80%,0,N
17791,110461,M,0-35,HE Qualification,Scotland,10-20,0,N
17792,111383,M,35-55,Lower Than A Level,London Region,50-60%,0,N
17793,113698,M,0-35,Lower Than A Level,South West Region,60-70%,0,N
17794,113824,M,0-35,Lower Than A Level,East Anglian Region,90-100%,0,Y
17795,117197,F,0-35,A Level or Equivalent,South Region,40-50%,0,N
17796,125619,M,0-35,Lower Than A Level,East Anglian Region,30-40%,0,Y
17797,128929,F,0-35,A Level or Equivalent,North Region,10-20,0,N
17798,132123,M,0-35,HE Qualification,South East Region,90-100%,0,N
17799,140060,M,35-55,A Level or Equivalent,West Midlands Region,90-100%,0,N
17800,140518,M,0-35,Lower Than A Level,West Midlands Region,80-90%,0,N
17801,143711,M,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,N
17802,144448,M,35-55,Lower Than A Level,North Western Region,30-40%,0,N
17803,146974,F,0-35,A Level or Equivalent,London Region,10-20,0,N
17804,165509,M,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
17805,171107,F,0-35,A Level or Equivalent,West Midlands Region,10-20,0,Y
17806,173710,M,35-55,HE Qualification,East Anglian Region,80-90%,0,N
17807,173834,F,35-55,HE Qualification,West Midlands Region,90-100%,0,N
17808,174010,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
17809,176086,M,0-35,Lower Than A Level,Wales,20-30%,0,N
17810,189629,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,Y
17811,195234,M,0-35,Lower Than A Level,Scotland,90-100%,0,N
17812,197730,M,35-55,HE Qualification,Scotland,90-100%,0,N
17813,200095,M,35-55,HE Qualification,East Anglian Region,80-90%,0,N
17814,202677,M,35-55,Lower Than A Level,London Region,10-20,0,N
17815,227811,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
17816,231673,M,0-35,HE Qualification,North Western Region,70-80%,0,N
17817,233311,F,0-35,Lower Than A Level,South West Region,40-50%,0,N
17818,238249,M,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,N
17819,245316,M,0-35,Lower Than A Level,North Western Region,20-30%,0,N
17820,245605,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
17821,246060,M,0-35,Lower Than A Level,West Midlands Region,60-70%,0,N
17822,248734,M,0-35,A Level or Equivalent,North Region,Unknown,0,N
17823,250047,M,35-55,HE Qualification,Scotland,30-40%,0,N
17824,255449,M,0-35,A Level or Equivalent,Scotland,20-30%,0,N
17825,259662,M,35-55,Lower Than A Level,West Midlands Region,80-90%,0,N
17826,265769,F,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,N
17827,269764,M,0-35,HE Qualification,Scotland,60-70%,0,N
17828,270638,M,35-55,Lower Than A Level,South West Region,20-30%,0,N
17829,275162,M,35-55,HE Qualification,South West Region,30-40%,0,N
17830,278786,M,35-55,Lower Than A Level,Scotland,40-50%,0,N
17831,280017,M,0-35,A Level or Equivalent,South Region,20-30%,0,N
17832,282585,M,0-35,Lower Than A Level,Scotland,10-20,0,N
17833,283133,M,0-35,HE Qualification,East Midlands Region,50-60%,0,N
17834,283811,M,35-55,HE Qualification,North Western Region,40-50%,0,N
17835,286262,M,0-35,Lower Than A Level,South Region,90-100%,0,Y
17836,286527,F,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
17837,288282,M,0-35,Lower Than A Level,East Midlands Region,20-30%,0,N
17838,288769,F,0-35,A Level or Equivalent,South West Region,40-50%,0,N
17839,297853,M,0-35,Lower Than A Level,South West Region,90-100%,0,N
17840,311845,M,35-55,A Level or Equivalent,Scotland,80-90%,0,N
17841,313501,F,0-35,A Level or Equivalent,East Midlands Region,50-60%,0,N
17842,324332,F,0-35,A Level or Equivalent,South Region,Unknown,0,N
17843,328844,M,0-35,A Level or Equivalent,South East Region,20-30%,0,N
17844,328942,M,0-35,A Level or Equivalent,East Midlands Region,90-100%,0,N
17845,330354,F,0-35,Lower Than A Level,West Midlands Region,30-40%,0,N
17846,330530,M,0-35,A Level or Equivalent,North Western Region,30-40%,0,N
17847,330937,M,0-35,Lower Than A Level,East Anglian Region,40-50%,0,N
17848,333493,M,0-35,Lower Than A Level,South Region,80-90%,0,N
17849,333976,M,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
17850,336277,M,35-55,A Level or Equivalent,North Western Region,30-40%,0,N
17851,336402,F,0-35,A Level or Equivalent,North Western Region,10-20,0,N
17852,338894,M,35-55,A Level or Equivalent,East Midlands Region,40-50%,0,N
17853,339640,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
17854,339785,M,0-35,Lower Than A Level,East Anglian Region,10-20,0,N
17855,342962,M,35-55,Lower Than A Level,East Midlands Region,0-10%,0,N
17856,343543,M,0-35,A Level or Equivalent,North Western Region,90-100%,0,N
17857,344676,F,0-35,A Level or Equivalent,London Region,40-50%,0,N
17858,348655,M,0-35,Lower Than A Level,London Region,80-90%,0,N
17859,348708,M,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
17860,355205,M,0-35,Lower Than A Level,West Midlands Region,50-60%,0,N
17861,356568,F,0-35,HE Qualification,South West Region,70-80%,0,N
17862,357493,M,35-55,Lower Than A Level,East Anglian Region,40-50%,0,N
17863,359590,F,0-35,A Level or Equivalent,South West Region,10-20,0,Y
17864,365222,M,0-35,HE Qualification,London Region,80-90%,0,N
17865,365405,M,35-55,A Level or Equivalent,Scotland,50-60%,0,N
17866,365762,M,35-55,Lower Than A Level,Scotland,70-80%,0,N
17867,369119,M,0-35,Lower Than A Level,West Midlands Region,0-10%,0,N
17868,374192,F,35-55,A Level or Equivalent,South East Region,30-40%,0,Y
17869,374739,M,0-35,A Level or Equivalent,Scotland,10-20,0,N
17870,379528,M,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
17871,384797,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
17872,387537,M,0-35,A Level or Equivalent,London Region,10-20,0,N
17873,387648,M,0-35,HE Qualification,North Western Region,10-20,0,N
17874,388252,M,0-35,Lower Than A Level,West Midlands Region,70-80%,0,N
17875,388912,M,35-55,A Level or Equivalent,Scotland,80-90%,0,N
17876,388923,M,35-55,A Level or Equivalent,North Region,70-80%,0,N
17877,392994,M,35-55,Lower Than A Level,South West Region,70-80%,0,N
17878,394060,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
17879,397557,M,35-55,A Level or Equivalent,South East Region,40-50%,0,N
17880,400208,F,0-35,Lower Than A Level,South Region,50-60%,0,Y
17881,402808,M,35-55,HE Qualification,East Anglian Region,30-40%,0,N
17882,404050,M,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
17883,404449,M,35-55,HE Qualification,North Western Region,10-20,0,N
17884,406121,F,0-35,Lower Than A Level,North Region,40-50%,0,N
17885,406549,M,35-55,Lower Than A Level,South Region,30-40%,0,Y
17886,407876,F,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,N
17887,411381,M,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
17888,412911,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
17889,413190,M,0-35,Lower Than A Level,East Anglian Region,30-40%,0,N
17890,413702,M,0-35,Lower Than A Level,South Region,50-60%,0,N
17891,416420,M,0-35,HE Qualification,Scotland,20-30%,0,N
17892,418900,M,0-35,A Level or Equivalent,North Region,20-30%,0,N
17893,419223,M,0-35,A Level or Equivalent,Scotland,0-10%,0,N
17894,420173,M,0-35,HE Qualification,North Region,40-50%,0,N
17895,425274,M,0-35,Lower Than A Level,North Region,Unknown,0,N
17896,434759,M,0-35,A Level or Equivalent,North Western Region,60-70%,0,N
17897,435277,M,0-35,A Level or Equivalent,London Region,80-90%,0,N
17898,438283,M,0-35,A Level or Equivalent,South West Region,30-40%,0,Y
17899,440610,M,35-55,No Formal quals,Scotland,30-40%,0,N
17900,441858,M,0-35,A Level or Equivalent,East Midlands Region,0-10%,0,N
17901,442807,M,35-55,Lower Than A Level,East Midlands Region,60-70%,0,N
17902,442937,M,35-55,Lower Than A Level,London Region,30-40%,0,N
17903,443181,M,0-35,A Level or Equivalent,London Region,0-10%,0,N
17904,444403,M,35-55,A Level or Equivalent,Wales,20-30%,0,N
17905,444925,M,0-35,A Level or Equivalent,Ireland,80-90%,0,N
17906,446324,M,0-35,A Level or Equivalent,Scotland,90-100%,0,Y
17907,446397,M,35-55,HE Qualification,Scotland,80-90%,0,N
17908,465392,M,35-55,HE Qualification,East Midlands Region,90-100%,0,N
17909,465777,F,0-35,HE Qualification,London Region,30-40%,0,N
17910,465845,M,0-35,A Level or Equivalent,Scotland,10-20,0,Y
17911,466961,M,0-35,A Level or Equivalent,South West Region,60-70%,0,N
17912,467302,M,35-55,HE Qualification,London Region,60-70%,0,N
17913,467363,M,0-35,A Level or Equivalent,Ireland,30-40%,0,N
17914,469959,M,0-35,A Level or Equivalent,Wales,70-80%,0,N
17915,470534,F,0-35,Lower Than A Level,South East Region,20-30%,0,N
17916,470674,M,35-55,A Level or Equivalent,London Region,60-70%,0,N
17917,472336,M,35-55,A Level or Equivalent,Scotland,90-100%,0,N
17918,472857,M,0-35,A Level or Equivalent,Wales,30-40%,0,N
17919,473706,M,0-35,Lower Than A Level,Ireland,10-20,0,N
17920,473739,M,0-35,Lower Than A Level,South Region,50-60%,0,N
17921,473943,M,0-35,Lower Than A Level,Wales,0-10%,0,N
17922,475370,M,0-35,Lower Than A Level,North Western Region,80-90%,0,N
17923,475893,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
17924,478435,M,35-55,Lower Than A Level,South West Region,30-40%,0,N
17925,481934,M,35-55,Post Graduate Qualification,Scotland,70-80%,0,N
17926,482012,M,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
17927,482406,M,0-35,A Level or Equivalent,South Region,80-90%,0,N
17928,482726,F,35-55,Post Graduate Qualification,South Region,90-100%,0,N
17929,483706,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
17930,484361,M,0-35,No Formal quals,Wales,10-20,0,N
17931,485582,M,35-55,HE Qualification,Scotland,40-50%,0,Y
17932,485898,M,35-55,HE Qualification,Scotland,20-30%,0,N
17933,485909,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
17934,486545,M,0-35,A Level or Equivalent,South West Region,40-50%,0,Y
17935,486964,M,0-35,Lower Than A Level,Scotland,50-60%,0,N
17936,487588,M,0-35,A Level or Equivalent,East Midlands Region,30-40%,0,N
17937,487621,M,0-35,A Level or Equivalent,East Midlands Region,70-80%,0,N
17938,490327,M,0-35,A Level or Equivalent,North Western Region,80-90%,0,N
17939,491578,M,0-35,Lower Than A Level,Yorkshire Region,50-60%,0,N
17940,491771,M,0-35,HE Qualification,North Western Region,50-60%,0,N
17941,493743,M,0-35,A Level or Equivalent,South East Region,60-70%,0,N
17942,494383,M,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
17943,495887,M,0-35,A Level or Equivalent,East Midlands Region,50-60%,0,N
17944,499400,M,35-55,A Level or Equivalent,East Midlands Region,90-100%,0,N
17945,499881,F,0-35,A Level or Equivalent,South West Region,0-10%,0,N
17946,500779,M,35-55,HE Qualification,East Anglian Region,80-90%,0,N
17947,501918,M,0-35,A Level or Equivalent,London Region,0-10%,0,N
17948,501921,M,35-55,A Level or Equivalent,East Midlands Region,10-20,0,N
17949,502303,M,35-55,A Level or Equivalent,Yorkshire Region,0-10%,0,N
17950,502393,M,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,N
17951,502479,M,35-55,HE Qualification,Scotland,30-40%,0,Y
17952,503015,M,0-35,HE Qualification,Wales,30-40%,0,N
17953,504404,M,0-35,Lower Than A Level,North Western Region,90-100%,0,N
17954,504492,M,35-55,HE Qualification,Scotland,70-80%,0,N
17955,505727,M,0-35,HE Qualification,Scotland,50-60%,0,N
17956,506504,M,0-35,Lower Than A Level,South Region,20-30%,0,N
17957,506618,M,0-35,HE Qualification,South West Region,60-70%,0,N
17958,507300,M,0-35,Lower Than A Level,Scotland,30-40%,0,N
17959,507375,F,35-55,Lower Than A Level,East Anglian Region,70-80%,0,N
17960,507844,M,0-35,A Level or Equivalent,South West Region,40-50%,0,Y
17961,509156,M,0-35,A Level or Equivalent,East Anglian Region,20-30%,0,N
17962,509402,M,0-35,Lower Than A Level,Scotland,90-100%,0,N
17963,510169,M,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
17964,512693,M,35-55,HE Qualification,East Anglian Region,20-30%,0,N
17965,514040,M,0-35,HE Qualification,West Midlands Region,30-40%,0,N
17966,515821,M,0-35,A Level or Equivalent,East Midlands Region,0-10%,0,N
17967,516047,M,0-35,HE Qualification,North Region,0-10%,0,N
17968,518805,M,0-35,A Level or Equivalent,South Region,10-20,0,N
17969,518906,M,0-35,Lower Than A Level,North Western Region,70-80%,0,N
17970,519258,M,35-55,Lower Than A Level,South West Region,10-20,0,N
17971,520337,M,0-35,A Level or Equivalent,East Anglian Region,10-20,0,N
17972,522994,M,0-35,A Level or Equivalent,Scotland,60-70%,0,N
17973,523169,M,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,N
17974,524631,M,0-35,A Level or Equivalent,Scotland,60-70%,0,N
17975,525246,M,35-55,Lower Than A Level,Scotland,90-100%,0,N
17976,525703,M,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,N
17977,526051,M,35-55,Lower Than A Level,East Anglian Region,30-40%,0,Y
17978,528961,F,0-35,A Level or Equivalent,Scotland,80-90%,0,N
17979,529503,M,35-55,Lower Than A Level,Scotland,50-60%,0,N
