UserSK,CourseSK,DeviceSK,EnrollmentDateSK,CompletionDateSK,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,EngagementScore,CourseCompletion
3855,4,2,634,716.0,38.96739342478117,3,8,80.92438846362855,97.79187363071487,0.4444987163101904,1
3856,3,1,672,711.0,55.82977216771984,2,10,71.1227285144603,60.54988370856654,0.5512810298462328,1
3857,1,2,289,298.0,27.68660763199349,16,2,86.27049682712243,89.53784731147225,0.42317903187912104,1
3858,1,2,193,222.0,44.50707206148577,17,5,91.59973343525384,98.01078067857576,0.5964863685276769,1
3859,5,1,236,243.0,42.42650022037035,9,9,74.07608404170026,84.12010218929153,0.5894795197616293,1
3860,2,2,40,130.0,37.31997103433671,6,8,59.62451845491418,84.45705061957617,0.4889508850886082,1
3861,2,2,426,,6.758608113371547,16,7,54.30645835073263,46.676877786566415,0.5193704376103375,0
3862,1,2,510,,22.77912156279614,8,2,82.05808223071307,21.82512554742553,0.273320744502069,0
3863,5,1,40,,61.8784836137976,12,1,68.4377085390453,26.12302310286605,0.43831848156952286,0
3864,2,1,550,,15.1357001638169,3,4,54.29056392201107,42.713002509558,0.23091513369747643,0
3865,3,1,24,,84.99335491662059,9,0,55.64591359167993,12.34961041464877,0.4328234656831027,0
3866,1,1,54,127.0,94.4653838071061,16,8,77.17413636641892,98.24970298622098,0.8480499527368813,1
3867,5,1,245,,15.75988512805653,11,9,75.76582900299715,27.96156276648376,0.5330147001806218,0
3868,2,2,548,620.0,59.38317457157011,10,10,89.26654325613845,86.06231872440699,0.6965795339159833,1
3869,5,1,180,212.0,97.0226317830284,18,7,73.76121138297987,39.020633965258746,0.8566614755023361,1
3870,4,1,70,110.0,91.33602036880647,15,5,87.80054635880967,94.59285523714578,0.7208464539499371,1
3871,3,2,318,400.0,65.27503055095909,20,8,64.87567504626858,61.13151439732911,0.8164197857020205,1
3872,1,1,399,,6.152538036857013,16,0,65.47667129434294,10.60666885064997,0.2839985384249592,0
3873,4,1,292,,27.19008233637813,15,10,50.4903496767082,34.34401782417849,0.6715044339007582,0
3874,1,1,698,,40.89430721221603,19,0,50.94550613723492,55.31125391739765,0.45098879883999304,0
3875,2,2,66,,39.82065764369204,11,3,55.70301888414154,32.58268296965062,0.414039691342966,0
3876,5,2,451,,4.345125943876615,12,4,52.14734202584658,94.7113217656441,0.3445778695969303,0
3877,4,1,486,569.0,69.24467144762784,14,7,54.17901584326092,65.60450697711748,0.6964547774988238,1
3878,3,2,212,,22.46461331698172,2,10,93.9575996639878,3.102880629050231,0.43892615971044924,0
3879,3,2,405,446.0,32.681087935459274,12,7,74.415479531589,35.50543791690458,0.5399962663488803,1
3880,3,1,468,477.0,74.7681421013416,20,4,73.58916231632058,75.05244644367853,0.7150551837819873,1
3881,2,2,534,610.0,45.669335413027255,4,4,94.16752599593528,72.08450633569365,0.35040162682232046,1
3882,2,1,43,75.0,36.11241183442073,12,2,92.90536460580546,25.31276071443197,0.38488601279052714,1
3883,5,1,420,,20.84643572886954,5,7,56.39412322081626,9.292663355091069,0.38347780833274364,0
3884,3,1,461,,86.37565806790313,2,3,65.84007001409444,48.07418370553219,0.4208111928358142,0
3885,4,2,48,84.0,47.755815468551305,18,3,93.11504946740727,96.50536004979824,0.5574268711052048,1
3886,3,1,227,260.0,84.76579936995607,11,9,82.73308142806914,87.98007647212214,0.7653873547792115,1
3887,5,2,615,653.0,68.16789135863891,1,8,90.9829573482982,76.33189157080572,0.5094962115147296,1
3888,2,2,468,,27.974251219276503,10,10,69.4222655024707,2.535821107685277,0.5908121518352095,0
3889,1,2,334,,91.86245148074876,8,10,66.62631885818853,10.749237331147045,0.7726180910745245,0
3890,2,2,244,324.0,50.29965395615193,14,8,85.00808178977456,6.589008049191714,0.6659917383615301,1
3891,1,2,376,,87.61331477677227,2,9,63.798032096724114,48.74782431522592,0.6249769164209783,0
3892,2,2,590,651.0,95.91558639393529,20,4,84.03464902757945,22.56090314510302,0.7862677432014524,1
3893,2,1,680,,18.22703435359629,5,6,75.26514762054646,91.1833945343382,0.3413241549445754,0
3894,3,2,672,847.0,76.4610236423751,9,7,59.59164278056015,74.96869192695262,0.6374224288963628,1
3895,5,2,217,252.0,6.419223955083754,10,9,60.80763550678012,68.05879769877336,0.4848940848799748,1
3896,4,1,680,848.0,1.672029228335388,20,6,79.9705280984186,77.03975679891155,0.5355750675355458,1
3897,5,1,376,,6.721031504966551,15,0,55.230342902827445,51.544879199572726,0.26924631761734696,0
3898,4,2,454,503.0,74.14391629776676,2,8,84.21333989017953,90.67916477364032,0.5462866464676983,1
3899,5,1,583,,59.542916390065535,6,1,72.1631718713626,49.74960769935058,0.3304541201021118,0
3900,2,2,446,,13.7892078630662,8,5,59.71459876737407,13.730823941151916,0.34304683045871015,0
3901,1,1,258,330.0,93.7199955541426,17,5,88.83017309888879,37.35044818119439,0.7622074925527583,1
3902,3,1,641,,94.6711967748382,10,8,53.4490198901562,97.00263224197828,0.7487435137015193,0
3903,2,2,72,,80.91079725004661,0,8,98.28957564907788,38.83125004758621,0.5357404844723157,0
3904,2,2,135,,19.61779808142848,1,7,77.48220219991354,20.17442767525204,0.3126741224995966,0
3905,5,1,720,849.0,29.890495569822765,17,2,71.2286059178038,69.68387260854527,0.4472670557687624,1
3906,2,2,60,,75.73907981567457,12,0,57.66003882222198,37.493161706331314,0.4516600828541127,0
3907,3,1,153,,92.89346276911184,2,6,56.64975539670627,86.4409824680142,0.5427584504294432,0
3908,2,2,686,,15.22507489323706,11,5,89.96335220128617,39.72200981677814,0.39788176360501293,0
3909,3,1,254,,7.8885965708143235,4,10,84.20333511074872,40.154383443561,0.4231755957732494,0
3910,2,1,378,415.0,46.94938353267448,15,6,64.99884796997239,86.52823020836145,0.6047105172160645,1
3911,5,1,86,148.0,30.84416245465613,12,7,77.3118063223775,55.51478548266743,0.5338105465455358,1
3912,2,1,522,581.0,1.5160393292155694,10,3,58.86426601671728,28.29125241038287,0.26838494896652176,1
3913,2,1,74,115.0,77.88407713984266,1,7,90.80457261277802,60.06584543313329,0.5088817966842089,1
3914,3,1,504,569.0,84.41624956393308,10,5,65.85642925459325,40.1299365635277,0.6142116865803103,1
3915,5,2,641,,37.73540874554961,8,0,77.37424469529981,56.40919749818121,0.2570190095555275,0
3916,3,1,272,,79.7607728877247,1,1,66.25528944108845,14.9857494833461,0.3152034400976764,0
3917,4,2,505,540.0,53.41413831358638,19,7,88.05041650218486,9.201736110508907,0.726479466192028,1
3918,5,1,437,,27.02950051558256,9,4,64.32024383518225,48.80412594003673,0.3709661856773472,0
3919,2,1,617,,3.2879561783114277,4,0,92.49188785141106,97.92120005390854,0.07435325667587898,0
3920,1,2,692,723.0,78.87469306057228,10,4,66.03077895697471,65.09347319025414,0.5622178774356043,1
3921,5,2,161,,40.99799018341854,18,3,97.11473651293244,33.0507237958975,0.5346703607673375,0
3922,2,2,372,446.0,22.62538625387936,19,10,54.17509559715657,98.63635839972112,0.7227994681553965,1
3923,2,1,647,,78.07674952633568,0,2,73.70182542430396,80.69452865592834,0.32619902430034625,0
3924,2,2,233,,41.720946985503694,20,8,50.82429010266677,56.37257079286072,0.7371030345963804,0
3925,3,1,653,669.0,64.77989868177221,19,4,73.51084223700316,93.9067114980401,0.6647538799510054,1
3926,3,2,51,74.0,46.33303128950682,3,4,88.75600312707255,85.83402435184226,0.33596999355564816,1
3927,5,2,414,447.0,26.443616990020796,0,4,72.63393053797414,83.10942784614957,0.21899401332895407,1
3928,3,2,34,67.0,85.2969604820854,11,6,75.04104831394,57.71624981653164,0.6671770031626284,1
3929,4,2,537,558.0,67.89892927437053,6,9,96.67200149949024,67.06834788251356,0.6252564169272139,1
3930,2,1,133,,92.25101463257552,5,8,67.79760550869139,76.0536354915478,0.6572608006683844,0
3931,4,1,636,,58.128280829640886,20,4,66.36616519219262,1.837661922883893,0.6590215991488952,0
3932,3,1,509,588.0,69.16270665254675,9,10,53.4497054388969,8.12289382005915,0.7128448500484502,1
3933,1,1,394,482.0,39.95457450827399,9,7,78.5033037418554,90.9769757143504,0.5144894804896215,1
3934,1,1,428,,61.24860070629563,8,0,96.86360527346346,94.72329761405672,0.3361980610039496,0
3935,1,2,453,,91.96643273242732,0,1,64.01497668194985,55.8536808497461,0.33963857406454023,0
3936,3,1,235,309.0,37.076576733544925,6,6,93.67587932861308,13.215794981757778,0.42146527156894775,1
3937,1,1,442,,50.88499088233608,3,8,60.86191143683807,39.96852703761882,0.4846304033992362,0
3938,2,1,106,139.0,64.23518637263456,19,9,72.32824398594101,35.324151522683735,0.8295845988534021,1
3939,1,2,309,366.0,74.92758747201782,7,5,89.24252083952751,48.1609246110212,0.5322595217301233,1
3940,5,2,53,,84.08158735090643,0,7,65.73000479706764,84.75068265050881,0.5130849013397866,0
3941,3,2,282,366.0,60.30225107434661,9,10,61.68934621557461,60.61044696467154,0.6830078772863518,1
3942,2,1,106,135.0,60.99536936167205,16,5,82.26527692816254,30.522648988158664,0.6353429886113037,1
3943,1,1,13,24.0,75.06801810384093,3,10,95.654438570595,71.4625883420646,0.6327310788743276,1
3944,1,1,207,,54.74493510371971,13,8,59.11377920828558,19.27742037804435,0.6642943325547433,0
3945,4,1,502,512.0,94.85727490343614,15,9,71.73192466493319,94.96011443909158,0.8660360356317179,1
3946,1,2,499,554.0,83.80056000799854,6,3,84.89952202104413,82.06560923693148,0.4788060611434241,1
3947,4,2,268,,89.6853980384593,20,2,68.55473056537133,41.50337335560113,0.6986220138090379,0
3948,2,2,408,,37.56368671314483,19,4,59.800976414174905,38.23459819147013,0.5731051641453128,0
3949,4,2,131,165.0,29.668687762401984,6,2,93.51529816172226,95.96562079612563,0.26318771661141394,1
3950,2,1,594,625.0,61.24858772422345,16,2,73.98579474581516,88.56628694946401,0.536196683964384,1
3951,1,2,211,237.0,61.684756817346674,19,10,78.06570101644277,62.379894518388845,0.8543292033164427,1
3952,1,2,445,511.0,20.4721672648901,7,5,91.61833839350147,44.6156478438557,0.34888465176675093,1
3953,4,2,473,531.0,31.616354936855263,13,10,90.68598916960492,31.352333077721283,0.6530764347895393,1
3954,4,1,385,,16.89102611278843,5,0,97.69856237771708,15.347724320977086,0.13682723936215255,0
3955,2,2,492,,70.80126513633253,14,2,53.93169335975513,80.79714314873063,0.5350314993193285,0
3956,4,2,14,,17.80947131554379,6,4,61.29935440499388,75.4293405139364,0.28991862355409453,0
3957,1,2,399,,60.501561871380304,14,1,96.25895947354248,11.053963599156102,0.46701495928108194,0
3958,4,2,348,,40.61440126117135,14,5,51.90006738878122,55.18460412981523,0.5333783182121004,0
3959,4,2,73,142.0,47.99805074177786,20,4,88.98015424727878,60.52714446752883,0.6249087483436824,1
3960,2,1,354,372.0,82.98439399383321,2,8,61.718209396781205,30.320590586042428,0.576056345090244,1
3961,1,2,527,580.0,47.66544290712675,17,10,56.95189241217001,96.0299720623313,0.7737869644301633,1
3962,5,2,664,,88.16176838448688,16,1,80.50345180987539,37.20140589683347,0.5934919627458791,0
3963,1,2,431,509.0,61.004850385444335,8,10,64.23273493275366,94.81195205386528,0.6687072486513048,1
3964,5,1,255,313.0,73.68761561335802,18,10,87.66422506226498,86.39818533042556,0.8780814187457074,1
3965,5,2,101,181.0,93.06849353027934,6,10,92.1912501050174,48.1523747479205,0.7433461877883708,1
3966,4,2,374,,83.19476908535711,4,9,62.90247586090587,83.27287564189079,0.643430935365284,0
3967,2,1,470,498.0,26.20805979863665,11,5,84.46303733587216,46.75561867374619,0.43486620741569015,1
3968,2,1,277,313.0,44.1687814992862,12,4,70.84647661017557,75.26119924438215,0.47868128173043006,1
3969,2,1,678,710.0,81.62750052425282,11,5,86.94258928247153,42.47563630983369,0.6214873499548217,1
3970,2,1,578,585.0,20.821872643077945,8,0,85.2332943742828,90.14617338349532,0.20006384381418252,1
3971,4,2,344,373.0,50.21956079105088,7,4,66.3043989890044,83.15880675701003,0.4157239468051332,1
3972,3,2,496,551.0,54.34311735771723,11,9,83.4706457271256,87.2754517947202,0.6629410723575194,1
3973,3,2,216,223.0,97.33148960190196,9,6,72.74943171559981,82.51904667013072,0.6743692828882116,1
3974,5,1,541,614.0,97.03567864376888,3,6,79.07178147322772,74.36830406979402,0.5733736598960245,1
3975,1,2,719,850.0,24.51478114295881,16,1,56.27517718816007,12.06865826073946,0.3791651250393185,1
3976,2,1,106,116.0,69.37165146605281,6,6,75.84816086126817,5.962671044730117,0.5302167072755419,1
3977,5,1,279,301.0,83.00943641456298,19,5,78.61363176427912,6.830777772409369,0.7594735903778008,1
3978,5,1,316,399.0,86.480870217523,12,9,82.12332161669576,87.63482129971159,0.7878293208472112,1
3979,1,1,144,201.0,25.200768815409543,15,5,91.91959660867634,13.705342058341309,0.4981405578707128,1
3980,4,1,600,620.0,56.19430820206025,12,10,88.85685818868683,96.50698911104828,0.7191744131253158,1
3981,2,1,454,467.0,56.46673748410032,2,7,93.65886771955448,74.7650397960598,0.4534269665866643,1
3982,2,1,338,,17.09413979768438,5,9,80.9423451146267,89.12900198940818,0.4375082107105978,0
3983,1,2,532,,49.11969664836541,0,2,79.66714168775817,31.184469512966107,0.22868814685558345,0
3984,5,1,483,,34.19354339086759,8,2,65.40668347252803,67.5214533836768,0.31175802237942735,0
3985,4,1,210,,17.802620535039424,12,4,80.09209030945831,7.953922139734725,0.3898950540259701,0
3986,3,2,498,,56.917097125753216,2,4,87.93765898159424,44.49414646730771,0.3549445215937909,0
3987,3,2,669,683.0,70.4713730348227,16,9,53.566760266367766,70.34897366927643,0.8005847771218523,1
3988,5,2,283,,2.056342573610114,0,9,60.12468089007562,7.157284387296103,0.30353654954200754,0
3989,3,2,397,451.0,40.74291137674037,11,4,87.62287071725395,59.10584667279588,0.45047831715411984,1
3990,2,1,528,603.0,52.79462297411057,9,9,84.22553565451301,70.52974391630642,0.6243934577038901,1
3991,5,2,561,,9.297034915229265,16,1,69.97396385501628,49.51124719175576,0.3279204146866795,0
3992,2,1,222,302.0,26.45110036328545,5,5,78.4770180799936,87.44537617267076,0.3356851297441314,1
3993,5,2,250,334.0,2.721485549617957,8,9,89.03165423031069,65.1339937579549,0.4391090392868926,1
3994,2,1,621,674.0,66.70674341369934,4,6,70.2734857694145,74.19994448088949,0.48790964662823394,1
3995,3,1,88,114.0,60.50660310163288,17,8,81.98415328331672,33.95137581038129,0.750362685300681,1
3996,5,1,703,730.0,30.306430600540427,18,8,96.44226798501184,77.5580201527235,0.6653322716377138,1
3997,5,2,267,340.0,38.56667667875301,14,7,52.23069400519523,81.94188270343922,0.5931487469864911,1
3998,3,1,192,200.0,21.89453303741821,4,9,97.27304459060636,82.83945173701613,0.4370066203704015,1
3999,4,1,643,668.0,9.305898102262022,19,4,93.70736401483312,82.2392527517827,0.47794901086867614,1
4000,5,2,601,,40.88611307395481,5,8,62.42499088102728,47.43584835879516,0.48429303899898457,0
4001,3,2,239,329.0,87.14415754962198,13,6,69.84316054153662,84.17288008284116,0.7067304784930281,1
4002,2,1,584,670.0,27.019479595026485,18,7,96.48338370765548,73.32202838702865,0.6209306909325975,1
4003,2,2,654,,16.122292735094042,7,1,59.27443187867985,92.13726736551696,0.20090474942846362,0
4004,4,1,164,212.0,79.4776371722944,19,10,82.59918551690586,21.87286630007993,0.9142455001506615,1
4005,3,1,338,372.0,49.114341375584445,14,4,86.94324737883801,65.51315691279656,0.5286682800231897,1
4006,5,1,220,258.0,31.533687794039324,5,6,95.81865295975788,88.650858648608,0.3861333922070493,1
4007,5,1,173,232.0,53.82538328093046,20,6,93.34787531251052,12.63833066704847,0.7111978885728637,1
4008,5,1,129,,98.3115472404019,4,4,67.15462406088999,2.2886901230190104,0.5276706426835845,0
4009,1,2,13,,73.65811665848236,17,0,74.207499372905,58.13857860547628,0.5279854996835952,0
4010,3,2,558,,11.68828236297272,11,4,94.05991300280115,58.77483865926154,0.35263885880509965,0
4011,5,1,316,369.0,66.03243023081377,18,9,75.9105710380729,72.58270093363218,0.8189701101969593,1
4012,1,2,692,,35.79272567359766,2,1,79.53177828973188,12.135002553279117,0.18381065836240737,0
4013,1,2,66,,28.106001148789307,20,9,80.85666196241995,68.48009987875184,0.7245886439658781,0
4014,3,2,270,337.0,2.7127121513560115,18,7,97.10069172352176,83.89448238513178,0.5390793288044692,1
4015,3,2,162,,18.570701664110167,10,6,84.0568876247215,12.53970784674292,0.42581434756742587,0
4016,5,2,381,401.0,38.42507516108632,14,9,96.38417991731782,95.23443218306524,0.6593379136533363,1
4017,5,1,607,,17.25747886450725,13,8,69.11622206223757,99.24235197282142,0.5380579104139146,0
4018,1,1,703,,18.40993025030306,0,4,91.55488747597826,96.75735446534696,0.19194112758096415,0
4019,3,2,125,,2.262891491035624,0,4,80.72287384688003,39.54402271063265,0.13756708875228876,0
4020,1,2,201,,79.11501981600267,4,3,51.67571536726795,38.50577345418712,0.42969466119543,0
4021,3,2,462,,34.13879733134863,0,7,50.63986417904346,1.8674793060319828,0.3449060021483028,0
4022,3,1,599,635.0,85.91878928887178,5,6,76.62919296798228,92.55598038483326,0.5692714687589652,1
4023,2,2,572,615.0,24.02686905942119,20,9,89.37130581960598,23.24794989887009,0.7108524481270404,1
4024,2,1,722,851.0,20.77309973101242,14,5,85.00375099347956,92.13021727481411,0.46656410441744267,1
4025,5,1,490,,73.7764666591992,0,5,65.39351309329707,61.17650099474096,0.41171711848742776,0
4026,3,1,363,,24.0402939451353,9,1,90.07630688146722,49.142633474346376,0.2609012388054098,0
4027,1,2,624,705.0,5.421342858845152,1,1,54.09439745427135,55.81609891572474,0.06487053911470504,1
4028,3,1,138,,18.30388478947064,11,5,74.85249471190562,37.03928483088736,0.40824944348364295,0
4029,3,1,76,,52.968474340103285,7,1,64.57143939323058,16.64937835938418,0.32498172348844867,0
4030,4,1,180,228.0,37.46907625088867,18,9,80.83629241396187,81.015913252939,0.7227849866249817,1
4031,4,1,280,311.0,82.2528482407573,16,5,76.3464655335411,94.30212717005068,0.7069260819080693,1
4032,1,1,726,,3.176665681893037,19,10,62.53949475001605,86.52354995481438,0.6573072436481445,0
4033,4,1,226,265.0,59.69234848432993,20,4,73.99647618726051,61.55907193067949,0.6642884890507931,1
4034,2,1,571,,43.98943296452818,4,7,98.83517270004177,47.35828996422903,0.4447436712552087,0
4035,1,2,475,494.0,59.08872487244742,12,4,73.48815783345438,45.0884053000087,0.528923161519583,1
4036,4,1,104,163.0,61.89006538732792,12,9,90.95806345834316,53.73764473487979,0.7050214824193762,1
4037,4,2,645,,47.58360711855155,12,0,58.72685692975109,10.11600635049158,0.35684847135696335,0
4038,2,2,706,,66.01554793921633,19,0,67.20572342892982,90.58576921967637,0.5355828435486829,0
4039,4,1,610,630.0,13.57857027040976,11,4,95.74440107906123,97.50162426462396,0.3590042728979695,1
4040,1,1,119,,30.790988243376457,2,0,59.40342568030253,45.010122579875386,0.13363465269739536,0
4041,1,1,658,724.0,52.11764206499433,18,7,62.45603497849,99.03645261736575,0.7054470212031981,1
4042,4,1,727,,4.0475271215263735,13,5,56.80242457984564,82.22677220940821,0.39357530943494307,0
4043,4,2,220,298.0,67.7457381193432,15,7,93.34504367929864,24.56691507759704,0.708073806280383,1
4044,4,1,360,,61.83361981209525,0,7,80.44258685487053,18.082647221348857,0.4381664058280243,0
4045,4,1,248,261.0,82.24686295670598,20,3,73.38397422347086,95.3990804543435,0.7069062602053618,1
4046,2,2,234,,47.57957118987854,20,2,93.24721947314175,19.799350728902287,0.5568335473223146,0
4047,5,1,39,78.0,29.25933093278669,8,6,79.51941045712712,35.07521877148745,0.4284744024153427,1
4048,5,2,513,542.0,66.50583101103551,7,0,86.64018825578611,79.30460987215648,0.3372348379570603,1
4049,1,2,378,,8.04946503658202,18,7,63.17786115657517,19.859861578391367,0.5570504758938251,0
4050,3,2,51,126.0,77.7101348068758,14,6,77.33867254975323,1.6605105741537285,0.6916286412158921,1
4051,2,2,71,,25.860116395081604,2,3,74.69232989804215,57.90850466309576,0.21702928200291996,0
4052,3,2,175,,22.45197772683388,3,9,67.8677892630786,95.8473500816468,0.4222171935629359,0
4053,1,1,398,,47.31243879169658,6,2,50.27150795822827,73.91754246755987,0.32260183073185783,0
4054,5,1,150,,4.744193518651496,1,8,92.34207790502172,37.71596419252905,0.2959212854602318,0
4055,2,1,148,,51.40225555639904,13,5,61.08724435814713,8.649307579282084,0.5530390898238596,0
4056,4,2,326,364.0,65.0206025628306,10,5,51.65465658724365,99.48084082117468,0.5488981836607773,1
4057,4,2,496,,87.43052455108753,8,7,68.17467105273785,26.057821618344224,0.6576948829448814,0
4058,2,2,507,,9.046631379247886,13,2,82.80505905955965,32.95524349955016,0.3104104480599258,0
4059,4,2,555,,34.63173983977235,11,5,51.28337413706496,21.25750835806365,0.4632323686955204,0
4060,4,2,286,,62.59756698173317,8,1,75.93390085974313,34.19438868480443,0.37407361185717897,0
4061,4,2,217,230.0,42.28846838703785,8,10,96.48944825780772,7.564859733151163,0.6056811237570677,1
4062,1,1,401,451.0,37.80849613617904,13,5,78.2282122872457,85.9025640077236,0.5072630429856436,1
4063,5,2,474,552.0,55.87793721028188,16,6,54.91992460279138,64.89807271981857,0.6514433889626977,1
4064,3,1,698,,28.911751549834086,4,10,88.2313015838934,28.339320322423035,0.49396961950558255,0
4065,4,1,442,450.0,88.78670480264454,15,7,74.79483261648429,86.40683294461647,0.7789278096978243,1
4066,4,2,278,,95.44756460779952,14,3,72.85559190158554,7.601475276568259,0.6513592121256864,0
4067,5,2,11,,10.37915256315507,1,7,53.63446166006044,61.58697855603088,0.28156362121051953,0
4068,1,1,635,,57.97460082843684,4,6,65.3124508188631,10.70031388645849,0.45850475901587934,0
4069,4,2,431,507.0,36.65165383341138,6,10,98.61523453134456,92.70723169184652,0.553366373037011,1
4070,3,2,628,,90.32848937076778,8,6,64.92403645807468,73.86444609199067,0.6341205795037269,0
4071,4,2,338,,89.17718096494161,12,1,50.25220819197982,97.086304293725,0.5302449612091064,0
4072,2,2,305,,2.484851537336532,7,4,78.4450136292601,41.734705203443255,0.25498060722856114,0
4073,1,1,212,244.0,85.94335209926436,8,1,71.197469947124,65.98773471423492,0.45268893231263957,1
4074,5,1,70,,85.37141597261518,8,0,62.34523221414765,60.744639193266615,0.4174299768680898,0
4075,1,2,466,484.0,68.86832343569971,19,5,87.4728999076173,76.40340715449034,0.7118543681998588,1
4076,2,1,711,852.0,93.64418332139984,18,8,92.4889784713815,49.08265816516612,0.8786177834340139,1
4077,5,1,324,364.0,34.541315822784185,0,10,75.05157295067528,83.73846642474666,0.4462604554032524,1
4078,1,2,605,617.0,78.69265779511615,14,10,63.40703270162321,62.38204901609797,0.8282692195951492,1
4079,2,1,459,497.0,54.30003450274688,19,6,81.40404199886078,15.87003031844917,0.6961296604762505,1
4080,4,1,41,118.0,32.61237112211603,3,9,70.58357622692222,94.15953599678932,0.4564316172245258,1
4081,2,2,126,,29.80933297662787,16,1,91.80566665852652,38.41484532957294,0.396994162999553,0
4082,2,2,639,685.0,77.56840287963094,17,9,90.4692195530618,4.016344602091992,0.8411501187420646,1
4083,2,1,507,,26.346096133089794,4,2,66.80212812983439,6.2648618041793664,0.21866595190079827,0
4084,1,2,475,,30.34763175316032,16,1,59.94243828039905,81.09724310191434,0.3988068469853274,0
4085,2,2,604,,93.1718310314787,8,5,66.90708545792845,25.3042548140506,0.6103623363439017,0
4086,4,2,721,,10.012595179598732,5,7,70.93340951904227,21.15397031307313,0.346995597849931,0
4087,1,1,346,,83.46641971674704,5,2,95.00744342719928,41.08784788631053,0.4276812834322141,0
4088,1,1,480,,28.900742230868783,3,0,79.99711475109939,86.48686826442626,0.14393596301655923,0
4089,2,2,706,,93.20447835343948,9,1,63.06566957891445,38.88787621678331,0.4938068572682601,0
4090,4,2,174,,32.47599364097546,8,6,59.48045831935973,48.27267773499987,0.43930629212598227,0
4091,5,1,547,,64.11238149048215,6,1,98.29895736419836,24.69201912035653,0.3458414785212354,0
4092,4,2,329,,81.31759654065795,4,1,82.04203764372764,84.857102930813,0.37044568632476893,0
4093,5,2,245,328.0,65.76266288720129,20,6,74.20665062068704,74.45176186126258,0.7513958539395843,1
4094,4,1,700,,31.041868428511016,4,1,86.82294232263155,90.78466593897002,0.20114564108019875,0
4095,5,1,253,326.0,86.29486414074569,14,9,90.06042709784657,79.33612825586889,0.8205361248861299,1
4096,5,2,25,49.0,83.94629670964633,10,7,99.40230871911037,96.54710148944436,0.6792951527782952,1
4097,1,1,516,,84.30253623566823,16,6,55.82073710662755,49.99289298176903,0.7471612647997659,0
4098,2,1,495,,41.9786797472063,19,1,56.57667111570225,57.49321773654529,0.48797334853001245,0
4099,3,2,119,,51.391216170137085,18,3,72.4106987706535,37.03932613180048,0.569668832114456,0
4100,3,2,394,,27.61091252053078,2,9,54.84468079614329,8.45472076590994,0.4229229671652887,0
4101,2,1,548,560.0,93.31195385935771,10,8,74.65288909540384,57.13149364569913,0.744166356975397,1
4102,5,2,546,,1.4598038254138883,1,9,72.7185624895094,77.13370369028104,0.3181943298041346,0
4103,3,1,94,,23.85096073359038,18,6,56.75222640720885,23.658955192335483,0.5769279223004972,0
4104,3,2,438,498.0,79.66805231165138,8,7,84.31547075739559,68.84874472932336,0.6315552933119917,1
4105,3,2,509,,8.010655437190687,3,3,74.03395842927503,45.24458924226671,0.17358903722626798,0
4106,3,2,232,296.0,86.49867709107538,7,2,96.71597472943084,64.57081758070838,0.4712253675730891,1
4107,1,2,471,529.0,35.30045942078805,15,5,81.06868476557244,49.46066796594991,0.5321505690759732,1
4108,4,1,403,,6.984245375541751,13,8,82.36207841050984,50.72662225181933,0.5034635055231443,0
4109,5,1,135,,53.67659556986312,1,4,78.32366714213846,35.6773714008514,0.32736577287471763,0
4110,1,2,397,,72.4413339644653,5,7,63.72148784909155,56.93440187580908,0.55722006794141,0
4111,2,1,258,,26.417418532813382,7,4,50.93645245128956,37.73576745634003,0.3355718751683287,0
4112,3,1,147,,80.05110039678739,12,1,58.5041184009041,44.45261721105324,0.4995135146222431,0
4113,5,1,168,,53.67967927341949,2,8,60.89122143360814,91.81267867068485,0.4773747403807423,0
4114,3,2,441,,6.595053388878976,2,7,70.59694736060415,92.66964289027229,0.2854875116888657,0
4115,5,1,224,,40.54062987605119,2,7,74.39409901483575,25.48190862993588,0.39979689816481745,0
4116,1,1,38,62.0,41.10748126034914,12,5,52.77182323060113,70.60920063907305,0.5017055644178617,1
4117,1,1,575,,14.686310997771653,12,1,84.20076481458489,95.04895958325416,0.2794020966837431,0
4118,2,2,414,,59.5330476693108,17,2,78.1330795505146,57.0247365473678,0.5470863045405242,0
4119,4,1,272,,84.3618395769466,16,1,86.15424028081131,14.73111577945686,0.5806959646927493,0
4120,4,1,390,,37.13952365413523,6,5,52.025601792399726,12.001320897346702,0.3883442409771796,0
4121,5,2,375,383.0,96.71968947904595,10,5,95.65873922365397,18.364345228515838,0.6556426715209184,1
4122,1,2,55,,87.01820875839924,8,0,76.59611632879896,53.66302213422235,0.4229754379406727,0
4123,3,1,349,,19.37188567175973,19,2,81.43971516122167,41.125304795137616,0.44517952941954997,0
4124,4,1,669,708.0,41.73964868702183,20,10,83.9219472863551,16.90940687347161,0.8038320112924371,1
4125,5,2,141,,95.69331435293276,16,3,98.58700633014834,1.2494725500424742,0.6855199241024675,0
4126,1,1,229,,82.21415648970552,18,10,68.7047683480082,38.42315256268739,0.9067939567904134,0
4127,4,1,205,,90.09834441098675,0,4,93.2250814146726,27.62698165509964,0.43334691555567667,0
4128,1,1,301,354.0,11.28009922498183,20,5,93.42642355973788,88.82358716285535,0.5345965802608355,1
4129,4,2,219,261.0,56.4639049145222,7,10,55.74105593036741,98.46163611622,0.6367493447828155,1
