ResourceSK,id_site,code_module,code_presentation,activity_type,week_from,week_to,resource_full_id,activity_category
3312,773266,DDD,2014B,resource,,,DDD_2014B_773266,Content
3313,773442,DDD,2014B,url,,,DDD_2014B_773442,Content
3314,773102,DDD,2014B,subpage,,,DDD_2014B_773102,Content
3315,773298,DDD,2014B,resource,,,DDD_2014B_773298,Content
3316,924209,DDD,2014B,forumng,,,DDD_2014B_924209,Discussion
3317,773132,DDD,2014B,subpage,,,DDD_2014B_773132,Content
3318,772739,DDD,2014B,forumng,,,DDD_2014B_772739,Discussion
3319,773327,DDD,2014B,resource,,,DDD_2014B_773327,Content
3320,773165,DDD,2014B,subpage,,,DDD_2014B_773165,Content
3321,773025,DDD,2014B,subpage,,,DDD_2014B_773025,Content
3322,773360,DDD,2014B,resource,,,DDD_2014B_773360,Content
3323,773197,DDD,2014B,subpage,,,DDD_2014B_773197,Content
3324,773404,DDD,2014B,resource,,,DDD_2014B_773404,Content
3325,773066,DDD,2014B,subpage,,,DDD_2014B_773066,Content
3326,773263,DDD,2014B,resource,,,DDD_2014B_773263,Content
3327,773437,DDD,2014B,url,,,DDD_2014B_773437,Content
3328,773099,DDD,2014B,subpage,,,DDD_2014B_773099,Content
3329,773295,DDD,2014B,resource,,,DDD_2014B_773295,Content
3330,813953,DDD,2014J,subpage,,,DDD_2014J_813953,Content
3331,814128,DDD,2014J,resource,,,DDD_2014J_814128,Content
3332,1016371,DDD,2014J,forumng,,,DDD_2014J_1016371,Discussion
3333,813986,DDD,2014J,subpage,,,DDD_2014J_813986,Content
3334,814162,DDD,2014J,resource,,,DDD_2014J_814162,Content
3335,814018,DDD,2014J,subpage,,,DDD_2014J_814018,Content
3336,814199,DDD,2014J,resource,,,DDD_2014J_814199,Content
3337,814058,DDD,2014J,resource,,,DDD_2014J_814058,Content
3338,814289,DDD,2014J,url,,,DDD_2014J_814289,Content
3339,814094,DDD,2014J,resource,,,DDD_2014J_814094,Content
3340,814321,DDD,2014J,url,,,DDD_2014J_814321,Content
3341,813950,DDD,2014J,subpage,,,DDD_2014J_813950,Content
3342,814125,DDD,2014J,resource,,,DDD_2014J_814125,Content
3343,1011355,DDD,2014J,resource,,,DDD_2014J_1011355,Content
3344,813983,DDD,2014J,subpage,,,DDD_2014J_813983,Content
3345,814159,DDD,2014J,resource,,,DDD_2014J_814159,Content
3346,814015,DDD,2014J,subpage,,,DDD_2014J_814015,Content
3347,814195,DDD,2014J,resource,,,DDD_2014J_814195,Content
3348,814054,DDD,2014J,resource,,,DDD_2014J_814054,Content
3349,814286,DDD,2014J,url,,,DDD_2014J_814286,Content
3350,814091,DDD,2014J,resource,,,DDD_2014J_814091,Content
3351,814318,DDD,2014J,url,,,DDD_2014J_814318,Content
3352,814122,DDD,2014J,resource,,,DDD_2014J_814122,Content
3353,1006065,DDD,2014J,resource,,,DDD_2014J_1006065,Content
3354,813980,DDD,2014J,subpage,,,DDD_2014J_813980,Content
3355,814155,DDD,2014J,resource,,,DDD_2014J_814155,Content
3356,814012,DDD,2014J,subpage,,,DDD_2014J_814012,Content
3357,814191,DDD,2014J,resource,,,DDD_2014J_814191,Content
3358,814051,DDD,2014J,subpage,,,DDD_2014J_814051,Content
3359,814283,DDD,2014J,url,,,DDD_2014J_814283,Content
3360,814088,DDD,2014J,resource,,,DDD_2014J_814088,Content
3361,814315,DDD,2014J,url,,,DDD_2014J_814315,Content
3362,813947,DDD,2014J,subpage,,,DDD_2014J_813947,Content
3363,814119,DDD,2014J,resource,,,DDD_2014J_814119,Content
3364,986521,DDD,2014J,oucollaborate,,,DDD_2014J_986521,Other
3365,813977,DDD,2014J,subpage,,,DDD_2014J_813977,Content
3366,814152,DDD,2014J,resource,,,DDD_2014J_814152,Content
3367,814009,DDD,2014J,subpage,,,DDD_2014J_814009,Content
3368,814187,DDD,2014J,resource,,,DDD_2014J_814187,Content
3369,814048,DDD,2014J,subpage,,,DDD_2014J_814048,Content
3370,814280,DDD,2014J,oucollaborate,,,DDD_2014J_814280,Other
3371,814084,DDD,2014J,resource,,,DDD_2014J_814084,Content
3372,814312,DDD,2014J,url,,,DDD_2014J_814312,Content
3373,813944,DDD,2014J,subpage,,,DDD_2014J_813944,Content
3374,814116,DDD,2014J,resource,,,DDD_2014J_814116,Content
3375,967275,DDD,2014J,url,,,DDD_2014J_967275,Content
3376,813974,DDD,2014J,subpage,,,DDD_2014J_813974,Content
3377,814149,DDD,2014J,resource,,,DDD_2014J_814149,Content
3378,814006,DDD,2014J,subpage,,,DDD_2014J_814006,Content
3379,814184,DDD,2014J,resource,,,DDD_2014J_814184,Content
3380,814045,DDD,2014J,subpage,,,DDD_2014J_814045,Content
3381,814222,DDD,2014J,resource,,,DDD_2014J_814222,Content
3382,814080,DDD,2014J,resource,,,DDD_2014J_814080,Content
3383,814309,DDD,2014J,url,,,DDD_2014J_814309,Content
3384,813940,DDD,2014J,oucontent,,,DDD_2014J_813940,Other
3385,814112,DDD,2014J,resource,,,DDD_2014J_814112,Content
3386,952513,DDD,2014J,resource,,,DDD_2014J_952513,Content
3387,813971,DDD,2014J,subpage,,,DDD_2014J_813971,Content
3388,814146,DDD,2014J,resource,,,DDD_2014J_814146,Content
3389,814003,DDD,2014J,subpage,,,DDD_2014J_814003,Content
3390,814181,DDD,2014J,resource,,,DDD_2014J_814181,Content
3391,814036,DDD,2014J,subpage,,,DDD_2014J_814036,Content
3392,814042,DDD,2014J,subpage,,,DDD_2014J_814042,Content
3393,814219,DDD,2014J,resource,,,DDD_2014J_814219,Content
3394,814077,DDD,2014J,resource,,,DDD_2014J_814077,Content
3395,814306,DDD,2014J,url,,,DDD_2014J_814306,Content
3396,813936,DDD,2014J,oucontent,,,DDD_2014J_813936,Other
3397,814109,DDD,2014J,resource,,,DDD_2014J_814109,Content
3398,952510,DDD,2014J,resource,,,DDD_2014J_952510,Content
3399,813967,DDD,2014J,subpage,,,DDD_2014J_813967,Content
3400,814143,DDD,2014J,resource,,,DDD_2014J_814143,Content
3401,814000,DDD,2014J,subpage,,,DDD_2014J_814000,Content
3402,814178,DDD,2014J,resource,,,DDD_2014J_814178,Content
3403,814033,DDD,2014J,subpage,,,DDD_2014J_814033,Content
3404,814039,DDD,2014J,subpage,,,DDD_2014J_814039,Content
3405,814216,DDD,2014J,resource,,,DDD_2014J_814216,Content
3406,814074,DDD,2014J,resource,,,DDD_2014J_814074,Content
3407,814303,DDD,2014J,url,,,DDD_2014J_814303,Content
3408,813932,DDD,2014J,oucontent,,,DDD_2014J_813932,Other
3409,952507,DDD,2014J,subpage,,,DDD_2014J_952507,Content
3410,813964,DDD,2014J,subpage,,,DDD_2014J_813964,Content
3411,814140,DDD,2014J,resource,,,DDD_2014J_814140,Content
3412,813997,DDD,2014J,subpage,,,DDD_2014J_813997,Content
3413,814175,DDD,2014J,resource,,,DDD_2014J_814175,Content
3414,814029,DDD,2014J,subpage,,,DDD_2014J_814029,Content
3415,814212,DDD,2014J,resource,,,DDD_2014J_814212,Content
3416,814071,DDD,2014J,resource,,,DDD_2014J_814071,Content
3417,814300,DDD,2014J,url,,,DDD_2014J_814300,Content
3418,813711,DDD,2014J,glossary,,,DDD_2014J_813711,Other
3419,814105,DDD,2014J,resource,,,DDD_2014J_814105,Content
3420,813961,DDD,2014J,subpage,,,DDD_2014J_813961,Content
3421,814137,DDD,2014J,resource,,,DDD_2014J_814137,Content
3422,1072100,DDD,2014J,forumng,,,DDD_2014J_1072100,Discussion
3423,813994,DDD,2014J,subpage,,,DDD_2014J_813994,Content
3424,814172,DDD,2014J,resource,,,DDD_2014J_814172,Content
3425,814026,DDD,2014J,subpage,,,DDD_2014J_814026,Content
3426,814208,DDD,2014J,resource,,,DDD_2014J_814208,Content
3427,814067,DDD,2014J,resource,,,DDD_2014J_814067,Content
3428,814297,DDD,2014J,url,,,DDD_2014J_814297,Content
3429,813708,DDD,2014J,forumng,,,DDD_2014J_813708,Discussion
3430,814102,DDD,2014J,resource,,,DDD_2014J_814102,Content
3431,924983,DDD,2014J,url,,,DDD_2014J_924983,Content
3432,813958,DDD,2014J,subpage,,,DDD_2014J_813958,Content
3433,814134,DDD,2014J,resource,,,DDD_2014J_814134,Content
3434,1046812,DDD,2014J,glossary,,,DDD_2014J_1046812,Other
3435,813991,DDD,2014J,subpage,,,DDD_2014J_813991,Content
3436,814169,DDD,2014J,resource,,,DDD_2014J_814169,Content
3437,814023,DDD,2014J,subpage,,,DDD_2014J_814023,Content
3438,814204,DDD,2014J,resource,,,DDD_2014J_814204,Content
3439,814064,DDD,2014J,resource,,,DDD_2014J_814064,Content
3440,814294,DDD,2014J,url,,,DDD_2014J_814294,Content
3441,813704,DDD,2014J,externalquiz,,,DDD_2014J_813704,Assessment
3442,814099,DDD,2014J,resource,,,DDD_2014J_814099,Content
3443,924980,DDD,2014J,resource,,,DDD_2014J_924980,Content
3444,813955,DDD,2014J,subpage,,,DDD_2014J_813955,Content
3445,814131,DDD,2014J,resource,,,DDD_2014J_814131,Content
3446,1016377,DDD,2014J,resource,,,DDD_2014J_1016377,Content
3447,813988,DDD,2014J,subpage,,,DDD_2014J_813988,Content
3448,814166,DDD,2014J,resource,,,DDD_2014J_814166,Content
3449,814020,DDD,2014J,subpage,,,DDD_2014J_814020,Content
3450,814201,DDD,2014J,resource,,,DDD_2014J_814201,Content
3451,814060,DDD,2014J,resource,,,DDD_2014J_814060,Content
3452,814291,DDD,2014J,url,,,DDD_2014J_814291,Content
3453,813701,DDD,2014J,homepage,,,DDD_2014J_813701,Content
3454,814096,DDD,2014J,resource,,,DDD_2014J_814096,Content
3455,814323,DDD,2014J,url,,,DDD_2014J_814323,Content
3456,813952,DDD,2014J,subpage,,,DDD_2014J_813952,Content
3457,814127,DDD,2014J,resource,,,DDD_2014J_814127,Content
3458,1016370,DDD,2014J,forumng,,,DDD_2014J_1016370,Discussion
3459,813985,DDD,2014J,subpage,,,DDD_2014J_813985,Content
3460,814161,DDD,2014J,resource,,,DDD_2014J_814161,Content
3461,814017,DDD,2014J,subpage,,,DDD_2014J_814017,Content
3462,814198,DDD,2014J,resource,,,DDD_2014J_814198,Content
3463,814056,DDD,2014J,resource,,,DDD_2014J_814056,Content
3464,814288,DDD,2014J,url,,,DDD_2014J_814288,Content
3465,814093,DDD,2014J,resource,,,DDD_2014J_814093,Content
3466,814320,DDD,2014J,url,,,DDD_2014J_814320,Content
3467,813949,DDD,2014J,subpage,,,DDD_2014J_813949,Content
3468,814124,DDD,2014J,resource,,,DDD_2014J_814124,Content
3469,1006068,DDD,2014J,oucollaborate,,,DDD_2014J_1006068,Other
3470,813982,DDD,2014J,subpage,,,DDD_2014J_813982,Content
3471,814158,DDD,2014J,resource,,,DDD_2014J_814158,Content
3472,814014,DDD,2014J,subpage,,,DDD_2014J_814014,Content
3473,814193,DDD,2014J,resource,,,DDD_2014J_814193,Content
3474,814053,DDD,2014J,resource,,,DDD_2014J_814053,Content
3475,814285,DDD,2014J,url,,,DDD_2014J_814285,Content
3476,814090,DDD,2014J,resource,,,DDD_2014J_814090,Content
3477,814317,DDD,2014J,url,,,DDD_2014J_814317,Content
3478,814121,DDD,2014J,resource,,,DDD_2014J_814121,Content
3479,1006064,DDD,2014J,externalquiz,,,DDD_2014J_1006064,Assessment
3480,813979,DDD,2014J,subpage,,,DDD_2014J_813979,Content
3481,814154,DDD,2014J,resource,,,DDD_2014J_814154,Content
3482,814011,DDD,2014J,subpage,,,DDD_2014J_814011,Content
3483,814189,DDD,2014J,resource,,,DDD_2014J_814189,Content
3484,814050,DDD,2014J,subpage,,,DDD_2014J_814050,Content
3485,814282,DDD,2014J,url,,,DDD_2014J_814282,Content
3486,814087,DDD,2014J,resource,,,DDD_2014J_814087,Content
3487,814314,DDD,2014J,url,,,DDD_2014J_814314,Content
3488,813946,DDD,2014J,subpage,,,DDD_2014J_813946,Content
3489,814118,DDD,2014J,resource,,,DDD_2014J_814118,Content
3490,985360,DDD,2014J,resource,,,DDD_2014J_985360,Content
3491,813976,DDD,2014J,subpage,,,DDD_2014J_813976,Content
3492,814151,DDD,2014J,resource,,,DDD_2014J_814151,Content
3493,814008,DDD,2014J,subpage,,,DDD_2014J_814008,Content
3494,814186,DDD,2014J,resource,,,DDD_2014J_814186,Content
3495,814047,DDD,2014J,subpage,,,DDD_2014J_814047,Content
3496,814279,DDD,2014J,oucollaborate,,,DDD_2014J_814279,Other
3497,814083,DDD,2014J,resource,,,DDD_2014J_814083,Content
3498,814311,DDD,2014J,url,,,DDD_2014J_814311,Content
3499,813943,DDD,2014J,ouwiki,,,DDD_2014J_813943,Other
3500,814115,DDD,2014J,resource,,,DDD_2014J_814115,Content
3501,967274,DDD,2014J,url,,,DDD_2014J_967274,Content
3502,813973,DDD,2014J,subpage,,,DDD_2014J_813973,Content
3503,814148,DDD,2014J,resource,,,DDD_2014J_814148,Content
3504,814005,DDD,2014J,subpage,,,DDD_2014J_814005,Content
3505,814183,DDD,2014J,resource,,,DDD_2014J_814183,Content
3506,814038,DDD,2014J,subpage,,,DDD_2014J_814038,Content
3507,814044,DDD,2014J,subpage,,,DDD_2014J_814044,Content
3508,814221,DDD,2014J,resource,,,DDD_2014J_814221,Content
3509,814079,DDD,2014J,resource,,,DDD_2014J_814079,Content
3510,814308,DDD,2014J,url,,,DDD_2014J_814308,Content
3511,813939,DDD,2014J,oucontent,,,DDD_2014J_813939,Other
3512,814111,DDD,2014J,resource,,,DDD_2014J_814111,Content
3513,952512,DDD,2014J,resource,,,DDD_2014J_952512,Content
3514,813969,DDD,2014J,subpage,,,DDD_2014J_813969,Content
3515,814145,DDD,2014J,resource,,,DDD_2014J_814145,Content
3516,814002,DDD,2014J,subpage,,,DDD_2014J_814002,Content
3517,814180,DDD,2014J,resource,,,DDD_2014J_814180,Content
3518,814035,DDD,2014J,subpage,,,DDD_2014J_814035,Content
3519,814041,DDD,2014J,subpage,,,DDD_2014J_814041,Content
3520,814218,DDD,2014J,resource,,,DDD_2014J_814218,Content
3521,814076,DDD,2014J,resource,,,DDD_2014J_814076,Content
3522,814305,DDD,2014J,url,,,DDD_2014J_814305,Content
3523,813935,DDD,2014J,oucontent,,,DDD_2014J_813935,Other
3524,952509,DDD,2014J,resource,,,DDD_2014J_952509,Content
3525,813966,DDD,2014J,subpage,,,DDD_2014J_813966,Content
3526,814142,DDD,2014J,resource,,,DDD_2014J_814142,Content
3527,813999,DDD,2014J,subpage,,,DDD_2014J_813999,Content
3528,814177,DDD,2014J,resource,,,DDD_2014J_814177,Content
3529,814032,DDD,2014J,subpage,,,DDD_2014J_814032,Content
3530,814215,DDD,2014J,resource,,,DDD_2014J_814215,Content
3531,814073,DDD,2014J,resource,,,DDD_2014J_814073,Content
3532,814302,DDD,2014J,url,,,DDD_2014J_814302,Content
3533,813931,DDD,2014J,oucontent,,,DDD_2014J_813931,Other
3534,814107,DDD,2014J,resource,,,DDD_2014J_814107,Content
3535,936982,DDD,2014J,resource,,,DDD_2014J_936982,Content
3536,813963,DDD,2014J,subpage,,,DDD_2014J_813963,Content
3537,814139,DDD,2014J,resource,,,DDD_2014J_814139,Content
3538,813996,DDD,2014J,subpage,,,DDD_2014J_813996,Content
3539,814174,DDD,2014J,resource,,,DDD_2014J_814174,Content
3540,814028,DDD,2014J,subpage,,,DDD_2014J_814028,Content
3541,814211,DDD,2014J,resource,,,DDD_2014J_814211,Content
3542,814070,DDD,2014J,resource,,,DDD_2014J_814070,Content
3543,814299,DDD,2014J,url,,,DDD_2014J_814299,Content
3544,813710,DDD,2014J,forumng,,,DDD_2014J_813710,Discussion
3545,814104,DDD,2014J,resource,,,DDD_2014J_814104,Content
3546,813960,DDD,2014J,subpage,,,DDD_2014J_813960,Content
3547,814136,DDD,2014J,resource,,,DDD_2014J_814136,Content
3548,1072099,DDD,2014J,forumng,,,DDD_2014J_1072099,Discussion
3549,813993,DDD,2014J,subpage,,,DDD_2014J_813993,Content
3550,814171,DDD,2014J,resource,,,DDD_2014J_814171,Content
3551,814025,DDD,2014J,subpage,,,DDD_2014J_814025,Content
3552,814206,DDD,2014J,resource,,,DDD_2014J_814206,Content
3553,814066,DDD,2014J,resource,,,DDD_2014J_814066,Content
3554,814296,DDD,2014J,url,,,DDD_2014J_814296,Content
3555,813707,DDD,2014J,forumng,,,DDD_2014J_813707,Discussion
3556,814101,DDD,2014J,resource,,,DDD_2014J_814101,Content
3557,924982,DDD,2014J,resource,,,DDD_2014J_924982,Content
3558,813957,DDD,2014J,subpage,,,DDD_2014J_813957,Content
3559,814133,DDD,2014J,resource,,,DDD_2014J_814133,Content
3560,1016387,DDD,2014J,subpage,,,DDD_2014J_1016387,Content
3561,813990,DDD,2014J,subpage,,,DDD_2014J_813990,Content
3562,814168,DDD,2014J,resource,,,DDD_2014J_814168,Content
3563,814022,DDD,2014J,subpage,,,DDD_2014J_814022,Content
3564,814203,DDD,2014J,resource,,,DDD_2014J_814203,Content
3565,814062,DDD,2014J,resource,,,DDD_2014J_814062,Content
3566,814293,DDD,2014J,url,,,DDD_2014J_814293,Content
3567,813703,DDD,2014J,externalquiz,,,DDD_2014J_813703,Assessment
3568,814098,DDD,2014J,resource,,,DDD_2014J_814098,Content
3569,924979,DDD,2014J,oucontent,,,DDD_2014J_924979,Other
3570,813954,DDD,2014J,subpage,,,DDD_2014J_813954,Content
3571,814129,DDD,2014J,resource,,,DDD_2014J_814129,Content
3572,1016372,DDD,2014J,forumng,,,DDD_2014J_1016372,Discussion
3573,813987,DDD,2014J,subpage,,,DDD_2014J_813987,Content
3574,814163,DDD,2014J,resource,,,DDD_2014J_814163,Content
3575,814019,DDD,2014J,subpage,,,DDD_2014J_814019,Content
3576,814200,DDD,2014J,resource,,,DDD_2014J_814200,Content
3577,814059,DDD,2014J,resource,,,DDD_2014J_814059,Content
3578,814290,DDD,2014J,url,,,DDD_2014J_814290,Content
3579,814095,DDD,2014J,resource,,,DDD_2014J_814095,Content
3580,814322,DDD,2014J,url,,,DDD_2014J_814322,Content
3581,813951,DDD,2014J,subpage,,,DDD_2014J_813951,Content
3582,814126,DDD,2014J,resource,,,DDD_2014J_814126,Content
3583,1012845,DDD,2014J,forumng,,,DDD_2014J_1012845,Discussion
3584,813984,DDD,2014J,subpage,,,DDD_2014J_813984,Content
3585,814160,DDD,2014J,resource,,,DDD_2014J_814160,Content
3586,814016,DDD,2014J,subpage,,,DDD_2014J_814016,Content
3587,814196,DDD,2014J,resource,,,DDD_2014J_814196,Content
3588,814055,DDD,2014J,resource,,,DDD_2014J_814055,Content
3589,814287,DDD,2014J,url,,,DDD_2014J_814287,Content
3590,814092,DDD,2014J,resource,,,DDD_2014J_814092,Content
3591,814319,DDD,2014J,url,,,DDD_2014J_814319,Content
3592,814123,DDD,2014J,resource,,,DDD_2014J_814123,Content
3593,1006067,DDD,2014J,subpage,,,DDD_2014J_1006067,Content
3594,813981,DDD,2014J,subpage,,,DDD_2014J_813981,Content
3595,814157,DDD,2014J,resource,,,DDD_2014J_814157,Content
3596,814013,DDD,2014J,subpage,,,DDD_2014J_814013,Content
3597,814192,DDD,2014J,resource,,,DDD_2014J_814192,Content
3598,814052,DDD,2014J,resource,,,DDD_2014J_814052,Content
3599,814284,DDD,2014J,url,,,DDD_2014J_814284,Content
3600,814089,DDD,2014J,resource,,,DDD_2014J_814089,Content
3601,814316,DDD,2014J,url,,,DDD_2014J_814316,Content
3602,813948,DDD,2014J,subpage,,,DDD_2014J_813948,Content
3603,814120,DDD,2014J,resource,,,DDD_2014J_814120,Content
3604,1004387,DDD,2014J,oucontent,,,DDD_2014J_1004387,Other
3605,813978,DDD,2014J,subpage,,,DDD_2014J_813978,Content
3606,814153,DDD,2014J,resource,,,DDD_2014J_814153,Content
3607,814010,DDD,2014J,subpage,,,DDD_2014J_814010,Content
3608,814188,DDD,2014J,resource,,,DDD_2014J_814188,Content
3609,814049,DDD,2014J,subpage,,,DDD_2014J_814049,Content
3610,814281,DDD,2014J,url,,,DDD_2014J_814281,Content
3611,814086,DDD,2014J,resource,,,DDD_2014J_814086,Content
3612,814313,DDD,2014J,url,,,DDD_2014J_814313,Content
3613,813945,DDD,2014J,subpage,,,DDD_2014J_813945,Content
3614,814117,DDD,2014J,resource,,,DDD_2014J_814117,Content
3615,981690,DDD,2014J,externalquiz,,,DDD_2014J_981690,Assessment
3616,813975,DDD,2014J,subpage,,,DDD_2014J_813975,Content
3617,814150,DDD,2014J,resource,,,DDD_2014J_814150,Content
3618,814007,DDD,2014J,subpage,,,DDD_2014J_814007,Content
3619,814185,DDD,2014J,resource,,,DDD_2014J_814185,Content
3620,814046,DDD,2014J,subpage,,,DDD_2014J_814046,Content
3621,814278,DDD,2014J,oucollaborate,,,DDD_2014J_814278,Other
3622,814082,DDD,2014J,resource,,,DDD_2014J_814082,Content
3623,814310,DDD,2014J,url,,,DDD_2014J_814310,Content
3624,813941,DDD,2014J,oucontent,,,DDD_2014J_813941,Other
3625,814114,DDD,2014J,resource,,,DDD_2014J_814114,Content
3626,967273,DDD,2014J,subpage,,,DDD_2014J_967273,Content
3627,813972,DDD,2014J,subpage,,,DDD_2014J_813972,Content
3628,814147,DDD,2014J,resource,,,DDD_2014J_814147,Content
3629,814004,DDD,2014J,subpage,,,DDD_2014J_814004,Content
3630,814182,DDD,2014J,resource,,,DDD_2014J_814182,Content
3631,814037,DDD,2014J,subpage,,,DDD_2014J_814037,Content
3632,814043,DDD,2014J,subpage,,,DDD_2014J_814043,Content
3633,814220,DDD,2014J,resource,,,DDD_2014J_814220,Content
3634,814078,DDD,2014J,resource,,,DDD_2014J_814078,Content
3635,814307,DDD,2014J,url,,,DDD_2014J_814307,Content
3636,813937,DDD,2014J,oucontent,,,DDD_2014J_813937,Other
3637,814110,DDD,2014J,resource,,,DDD_2014J_814110,Content
3638,952511,DDD,2014J,resource,,,DDD_2014J_952511,Content
3639,813968,DDD,2014J,subpage,,,DDD_2014J_813968,Content
3640,814144,DDD,2014J,resource,,,DDD_2014J_814144,Content
3641,814001,DDD,2014J,subpage,,,DDD_2014J_814001,Content
3642,814179,DDD,2014J,resource,,,DDD_2014J_814179,Content
3643,814034,DDD,2014J,subpage,,,DDD_2014J_814034,Content
3644,814040,DDD,2014J,subpage,,,DDD_2014J_814040,Content
3645,814217,DDD,2014J,resource,,,DDD_2014J_814217,Content
3646,814075,DDD,2014J,resource,,,DDD_2014J_814075,Content
3647,814304,DDD,2014J,url,,,DDD_2014J_814304,Content
3648,813933,DDD,2014J,oucontent,0.0,0.0,DDD_2014J_813933,Other
3649,952508,DDD,2014J,resource,,,DDD_2014J_952508,Content
3650,813965,DDD,2014J,subpage,,,DDD_2014J_813965,Content
3651,814141,DDD,2014J,resource,,,DDD_2014J_814141,Content
3652,813998,DDD,2014J,subpage,,,DDD_2014J_813998,Content
3653,814176,DDD,2014J,resource,,,DDD_2014J_814176,Content
3654,814030,DDD,2014J,subpage,,,DDD_2014J_814030,Content
3655,814213,DDD,2014J,resource,,,DDD_2014J_814213,Content
3656,814072,DDD,2014J,resource,,,DDD_2014J_814072,Content
3657,814301,DDD,2014J,url,,,DDD_2014J_814301,Content
3658,813929,DDD,2014J,oucontent,,,DDD_2014J_813929,Other
3659,814106,DDD,2014J,resource,,,DDD_2014J_814106,Content
3660,936981,DDD,2014J,oucontent,,,DDD_2014J_936981,Other
3661,813962,DDD,2014J,subpage,,,DDD_2014J_813962,Content
3662,814138,DDD,2014J,resource,,,DDD_2014J_814138,Content
3663,813995,DDD,2014J,subpage,,,DDD_2014J_813995,Content
3664,814173,DDD,2014J,resource,,,DDD_2014J_814173,Content
3665,814027,DDD,2014J,subpage,,,DDD_2014J_814027,Content
3666,814210,DDD,2014J,resource,,,DDD_2014J_814210,Content
3667,814069,DDD,2014J,resource,,,DDD_2014J_814069,Content
3668,814298,DDD,2014J,url,,,DDD_2014J_814298,Content
3669,813709,DDD,2014J,forumng,,,DDD_2014J_813709,Discussion
3670,814103,DDD,2014J,resource,,,DDD_2014J_814103,Content
3671,813959,DDD,2014J,subpage,,,DDD_2014J_813959,Content
3672,814135,DDD,2014J,resource,,,DDD_2014J_814135,Content
3673,1072098,DDD,2014J,forumng,,,DDD_2014J_1072098,Discussion
3674,813992,DDD,2014J,subpage,,,DDD_2014J_813992,Content
3675,814170,DDD,2014J,resource,,,DDD_2014J_814170,Content
3676,814024,DDD,2014J,subpage,,,DDD_2014J_814024,Content
3677,814205,DDD,2014J,resource,,,DDD_2014J_814205,Content
3678,814065,DDD,2014J,resource,,,DDD_2014J_814065,Content
3679,814295,DDD,2014J,url,,,DDD_2014J_814295,Content
3680,813706,DDD,2014J,forumng,,,DDD_2014J_813706,Discussion
3681,814100,DDD,2014J,resource,,,DDD_2014J_814100,Content
3682,924981,DDD,2014J,resource,,,DDD_2014J_924981,Content
3683,813956,DDD,2014J,subpage,,,DDD_2014J_813956,Content
3684,814132,DDD,2014J,resource,,,DDD_2014J_814132,Content
3685,1016378,DDD,2014J,resource,,,DDD_2014J_1016378,Content
3686,813989,DDD,2014J,subpage,,,DDD_2014J_813989,Content
3687,814167,DDD,2014J,resource,,,DDD_2014J_814167,Content
3688,814021,DDD,2014J,subpage,,,DDD_2014J_814021,Content
3689,814202,DDD,2014J,resource,,,DDD_2014J_814202,Content
3690,814061,DDD,2014J,resource,,,DDD_2014J_814061,Content
3691,814292,DDD,2014J,url,,,DDD_2014J_814292,Content
3692,813702,DDD,2014J,externalquiz,,,DDD_2014J_813702,Assessment
3693,814097,DDD,2014J,resource,,,DDD_2014J_814097,Content
3694,924967,DDD,2014J,forumng,,,DDD_2014J_924967,Discussion
3695,551055,EEE,2013J,oucontent,,,EEE_2013J_551055,Other
3696,551126,EEE,2013J,resource,,,EEE_2013J_551126,Content
3697,551171,EEE,2013J,subpage,,,EEE_2013J_551171,Content
3698,551015,EEE,2013J,forumng,,,EEE_2013J_551015,Discussion
3699,551052,EEE,2013J,oucontent,22.0,22.0,EEE_2013J_551052,Other
3700,551123,EEE,2013J,resource,,,EEE_2013J_551123,Content
3701,551168,EEE,2013J,subpage,,,EEE_2013J_551168,Content
3702,551012,EEE,2013J,forumng,,,EEE_2013J_551012,Discussion
3703,551049,EEE,2013J,oucontent,,,EEE_2013J_551049,Other
3704,551120,EEE,2013J,resource,,,EEE_2013J_551120,Content
3705,551163,EEE,2013J,url,,,EEE_2013J_551163,Content
3706,551078,EEE,2013J,quiz,,,EEE_2013J_551078,Assessment
3707,551160,EEE,2013J,url,,,EEE_2013J_551160,Content
3708,551046,EEE,2013J,oucontent,,,EEE_2013J_551046,Other
3709,551075,EEE,2013J,page,,,EEE_2013J_551075,Content
3710,551148,EEE,2013J,resource,,,EEE_2013J_551148,Content
3711,551155,EEE,2013J,resource,,,EEE_2013J_551155,Content
3712,551043,EEE,2013J,oucontent,25.0,25.0,EEE_2013J_551043,Other
3713,551072,EEE,2013J,ouwiki,,,EEE_2013J_551072,Other
3714,551144,EEE,2013J,resource,,,EEE_2013J_551144,Content
3715,551151,EEE,2013J,resource,,,EEE_2013J_551151,Content
3716,551039,EEE,2013J,oucontent,19.0,19.0,EEE_2013J_551039,Other
3717,551069,EEE,2013J,oucontent,,,EEE_2013J_551069,Other
3718,551141,EEE,2013J,resource,,,EEE_2013J_551141,Content
3719,551036,EEE,2013J,oucontent,,,EEE_2013J_551036,Other
3720,551066,EEE,2013J,oucontent,2.0,2.0,EEE_2013J_551066,Other
3721,551137,EEE,2013J,resource,,,EEE_2013J_551137,Content
3722,551032,EEE,2013J,oucontent,13.0,13.0,EEE_2013J_551032,Other
3723,551063,EEE,2013J,oucontent,,,EEE_2013J_551063,Other
3724,551134,EEE,2013J,resource,,,EEE_2013J_551134,Content
