StudentSK,CourseSK,studied_credits,num_of_prev_attempts,date_registration,date_unregistration,final_result,final_result_code,is_completed,is_distinction,is_withdrawn
11703,7,120,0,-24.0,67.0,Withdrawn,1,0,0,1
11704,7,30,0,-88.0,,Pass,3,1,0,0
11705,7,90,0,-73.0,-3.0,Withdrawn,1,0,0,1
11706,7,120,0,-85.0,31.0,Withdrawn,1,0,0,1
11707,7,120,0,-135.0,,Distinction,4,1,1,0
11708,7,90,0,-129.0,,Fail,2,0,0,0
11709,7,60,0,-72.0,-11.0,Withdrawn,1,0,0,1
11710,7,150,0,-88.0,,Distinction,4,1,1,0
11711,7,90,0,-16.0,,Pass,3,1,0,0
11712,7,60,0,-32.0,,Pass,3,1,0,0
11713,7,90,0,-148.0,-49.0,Withdrawn,1,0,0,1
11714,7,180,0,-5.0,61.0,Withdrawn,1,0,0,1
11715,7,90,0,-58.0,127.0,Withdrawn,1,0,0,1
11716,7,90,0,-149.0,,Fail,2,0,0,0
11717,7,120,0,-134.0,,Distinction,4,1,1,0
11718,7,120,0,-44.0,,Distinction,4,1,1,0
11719,7,150,0,-135.0,-18.0,Withdrawn,1,0,0,1
11720,7,60,0,-23.0,,Pass,3,1,0,0
11721,7,120,0,-30.0,,Withdrawn,1,0,0,1
11722,7,120,0,-106.0,31.0,Withdrawn,1,0,0,1
11723,7,120,0,-14.0,,Pass,3,1,0,0
11724,7,280,0,-17.0,-2.0,Withdrawn,1,0,0,1
11725,7,60,0,-102.0,31.0,Withdrawn,1,0,0,1
11726,7,60,0,-122.0,,Pass,3,1,0,0
11727,7,150,0,-92.0,,Fail,2,0,0,0
11728,7,360,0,-30.0,-5.0,Withdrawn,1,0,0,1
11729,7,120,0,-42.0,12.0,Withdrawn,1,0,0,1
11730,7,90,0,-15.0,12.0,Withdrawn,1,0,0,1
11731,7,120,0,-64.0,-61.0,Withdrawn,1,0,0,1
11732,7,90,0,-32.0,-11.0,Withdrawn,1,0,0,1
11733,7,150,0,-154.0,,Pass,3,1,0,0
11734,7,60,0,-122.0,147.0,Withdrawn,1,0,0,1
11735,7,120,0,-143.0,,Pass,3,1,0,0
11736,7,120,0,-23.0,65.0,Withdrawn,1,0,0,1
11737,7,30,0,-22.0,,Pass,3,1,0,0
11738,7,120,0,-25.0,,Fail,2,0,0,0
11739,7,90,0,-29.0,-5.0,Withdrawn,1,0,0,1
11740,7,30,0,-129.0,32.0,Withdrawn,1,0,0,1
11741,7,30,0,-21.0,,Distinction,4,1,1,0
11742,7,60,0,-32.0,,Pass,3,1,0,0
11743,7,90,0,-23.0,,Withdrawn,1,0,0,1
11744,7,150,0,-94.0,-17.0,Withdrawn,1,0,0,1
11745,7,150,0,-147.0,4.0,Withdrawn,1,0,0,1
11746,7,120,0,-115.0,,Pass,3,1,0,0
11747,7,90,0,-14.0,,Pass,3,1,0,0
11748,7,150,0,-155.0,87.0,Withdrawn,1,0,0,1
11749,7,60,0,-38.0,,Distinction,4,1,1,0
11750,7,60,0,-18.0,,Pass,3,1,0,0
11751,7,150,0,-60.0,-11.0,Withdrawn,1,0,0,1
11752,7,120,0,-144.0,171.0,Withdrawn,1,0,0,1
11753,7,90,0,-64.0,-4.0,Withdrawn,1,0,0,1
11754,7,120,0,-122.0,-11.0,Withdrawn,1,0,0,1
11755,7,60,0,-129.0,-20.0,Withdrawn,1,0,0,1
11756,7,120,0,-91.0,58.0,Withdrawn,1,0,0,1
11757,7,120,0,-113.0,-89.0,Withdrawn,1,0,0,1
11758,7,60,0,-24.0,,Distinction,4,1,1,0
11759,7,60,0,-93.0,,Fail,2,0,0,0
11760,7,90,0,-15.0,-2.0,Withdrawn,1,0,0,1
11761,7,60,0,-106.0,164.0,Withdrawn,1,0,0,1
11762,7,60,0,-112.0,-5.0,Withdrawn,1,0,0,1
11763,7,90,0,-51.0,-2.0,Withdrawn,1,0,0,1
11764,7,120,0,-87.0,,Pass,3,1,0,0
11765,7,180,0,-41.0,33.0,Withdrawn,1,0,0,1
11766,7,120,0,-70.0,,Fail,2,0,0,0
11767,7,120,0,-100.0,,Fail,2,0,0,0
11768,7,90,0,-56.0,164.0,Withdrawn,1,0,0,1
11769,7,30,0,-122.0,,Pass,3,1,0,0
11770,7,120,0,-79.0,,Distinction,4,1,1,0
11771,7,60,0,-108.0,,Distinction,4,1,1,0
11772,7,150,0,-8.0,,Pass,3,1,0,0
11773,7,90,0,-64.0,,Distinction,4,1,1,0
11774,7,90,0,-109.0,-39.0,Withdrawn,1,0,0,1
11775,7,120,0,-67.0,,Pass,3,1,0,0
11776,7,120,0,-148.0,143.0,Withdrawn,1,0,0,1
11777,7,180,0,-17.0,,Pass,3,1,0,0
11778,7,120,0,-30.0,,Fail,2,0,0,0
11779,7,120,0,-147.0,59.0,Withdrawn,1,0,0,1
11780,7,90,0,-135.0,,Distinction,4,1,1,0
11781,7,120,0,-155.0,,Pass,3,1,0,0
11782,7,30,0,-22.0,,Distinction,4,1,1,0
11783,7,60,0,-70.0,,Distinction,4,1,1,0
11784,7,150,0,-135.0,12.0,Withdrawn,1,0,0,1
11785,7,60,0,-153.0,,Pass,3,1,0,0
11786,7,120,0,-22.0,,Distinction,4,1,1,0
11787,7,120,0,-141.0,-39.0,Withdrawn,1,0,0,1
11788,7,60,0,-73.0,,Distinction,4,1,1,0
11789,7,240,0,-133.0,60.0,Withdrawn,1,0,0,1
11790,7,120,0,-24.0,,Pass,3,1,0,0
11791,7,60,0,-72.0,-46.0,Withdrawn,1,0,0,1
11792,7,90,0,-63.0,,Pass,3,1,0,0
11793,7,60,0,-115.0,,Fail,2,0,0,0
11794,7,30,0,-66.0,,Pass,3,1,0,0
11795,7,120,0,-115.0,-78.0,Withdrawn,1,0,0,1
11796,7,90,0,-120.0,,Fail,2,0,0,0
11797,7,110,0,-18.0,,Distinction,4,1,1,0
11798,7,120,0,-22.0,191.0,Withdrawn,1,0,0,1
11799,7,90,0,-37.0,-2.0,Withdrawn,1,0,0,1
11800,7,120,0,-22.0,,Withdrawn,1,0,0,1
11801,7,120,0,-106.0,30.0,Withdrawn,1,0,0,1
11802,7,90,0,-122.0,109.0,Withdrawn,1,0,0,1
11803,7,60,0,-32.0,,Pass,3,1,0,0
11804,7,120,0,-72.0,12.0,Withdrawn,1,0,0,1
11805,7,30,0,-67.0,,Pass,3,1,0,0
11806,7,90,0,-28.0,,Distinction,4,1,1,0
11807,7,150,0,-78.0,12.0,Withdrawn,1,0,0,1
11808,7,60,0,-15.0,,Fail,2,0,0,0
11809,7,60,0,-25.0,,Distinction,4,1,1,0
11810,7,120,0,-154.0,,Pass,3,1,0,0
11811,7,150,0,-38.0,12.0,Withdrawn,1,0,0,1
11812,7,60,0,-37.0,,Pass,3,1,0,0
11813,7,60,0,-123.0,10.0,Withdrawn,1,0,0,1
11814,7,90,0,-92.0,-38.0,Withdrawn,1,0,0,1
11815,7,90,0,-128.0,,Fail,2,0,0,0
11816,7,120,0,-46.0,,Pass,3,1,0,0
11817,7,60,0,-45.0,,Fail,2,0,0,0
11818,7,120,0,-53.0,4.0,Withdrawn,1,0,0,1
11819,7,120,0,-25.0,,Fail,2,0,0,0
11820,7,60,0,-127.0,-18.0,Withdrawn,1,0,0,1
11821,7,30,0,-7.0,-5.0,Withdrawn,1,0,0,1
11822,7,60,0,-137.0,31.0,Withdrawn,1,0,0,1
11823,7,120,0,-84.0,-74.0,Withdrawn,1,0,0,1
11824,7,60,0,-122.0,,Pass,3,1,0,0
11825,7,180,0,-32.0,,Fail,2,0,0,0
11826,7,120,0,-31.0,,Pass,3,1,0,0
11827,7,120,0,-52.0,70.0,Withdrawn,1,0,0,1
11828,7,120,0,-98.0,,Distinction,4,1,1,0
11829,7,150,0,-78.0,-30.0,Withdrawn,1,0,0,1
11830,7,120,0,-112.0,12.0,Withdrawn,1,0,0,1
11831,7,120,0,-77.0,12.0,Withdrawn,1,0,0,1
11832,7,120,0,-34.0,,Pass,3,1,0,0
11833,7,60,0,-73.0,,Fail,2,0,0,0
11834,7,120,0,-18.0,12.0,Withdrawn,1,0,0,1
11835,7,120,0,-49.0,,Pass,3,1,0,0
11836,7,90,0,-142.0,-6.0,Withdrawn,1,0,0,1
11837,7,30,0,-17.0,23.0,Withdrawn,1,0,0,1
11838,7,60,0,-31.0,,Fail,2,0,0,0
11839,7,60,0,-94.0,,Pass,3,1,0,0
11840,7,60,0,-99.0,,Pass,3,1,0,0
11841,7,120,0,-155.0,71.0,Withdrawn,1,0,0,1
11842,7,60,0,-155.0,12.0,Withdrawn,1,0,0,1
11843,7,60,0,-140.0,,Pass,3,1,0,0
11844,7,210,0,-155.0,9.0,Withdrawn,1,0,0,1
11845,7,60,0,-150.0,,Pass,3,1,0,0
11846,7,120,0,-155.0,,Pass,3,1,0,0
11847,7,120,0,-156.0,,Pass,3,1,0,0
11848,7,90,0,-155.0,12.0,Withdrawn,1,0,0,1
11849,7,60,0,-36.0,,Pass,3,1,0,0
11850,7,120,0,-155.0,12.0,Withdrawn,1,0,0,1
11851,7,90,0,-92.0,172.0,Withdrawn,1,0,0,1
11852,7,120,0,-38.0,-19.0,Withdrawn,1,0,0,1
11853,7,60,0,-155.0,,Distinction,4,1,1,0
11854,7,60,0,-91.0,,Pass,3,1,0,0
11855,7,120,0,-155.0,-25.0,Withdrawn,1,0,0,1
11856,7,90,0,-22.0,52.0,Withdrawn,1,0,0,1
11857,7,120,0,-154.0,12.0,Withdrawn,1,0,0,1
11858,7,90,0,-144.0,-120.0,Withdrawn,1,0,0,1
11859,7,120,0,-155.0,-87.0,Withdrawn,1,0,0,1
11860,7,120,0,-155.0,,Fail,2,0,0,0
11861,7,120,0,-150.0,12.0,Withdrawn,1,0,0,1
11862,7,120,0,-108.0,9.0,Withdrawn,1,0,0,1
11863,7,60,0,-94.0,-45.0,Withdrawn,1,0,0,1
11864,7,90,0,-43.0,,Pass,3,1,0,0
11865,7,60,0,-155.0,,Withdrawn,1,0,0,1
11866,7,60,0,-153.0,,Pass,3,1,0,0
11867,7,30,0,-59.0,,Pass,3,1,0,0
11868,7,120,0,-154.0,-4.0,Withdrawn,1,0,0,1
11869,7,210,0,-112.0,12.0,Withdrawn,1,0,0,1
11870,7,120,0,-129.0,,Pass,3,1,0,0
11871,7,270,0,-46.0,12.0,Withdrawn,1,0,0,1
11872,7,120,0,-154.0,31.0,Withdrawn,1,0,0,1
11873,7,240,0,-30.0,,Fail,2,0,0,0
11874,7,60,0,-153.0,118.0,Withdrawn,1,0,0,1
11875,7,180,0,-148.0,,Distinction,4,1,1,0
11876,7,60,0,-140.0,,Distinction,4,1,1,0
11877,7,90,0,-137.0,198.0,Withdrawn,1,0,0,1
11878,7,90,0,-127.0,-8.0,Withdrawn,1,0,0,1
11879,7,90,0,-143.0,-10.0,Withdrawn,1,0,0,1
11880,7,90,0,-30.0,,Pass,3,1,0,0
11881,7,120,0,-135.0,12.0,Withdrawn,1,0,0,1
11882,7,120,0,-150.0,-148.0,Withdrawn,1,0,0,1
11883,7,120,0,-154.0,-12.0,Withdrawn,1,0,0,1
11884,7,60,0,-32.0,,Distinction,4,1,1,0
11885,7,90,0,-150.0,,Pass,3,1,0,0
11886,7,90,0,-65.0,151.0,Withdrawn,1,0,0,1
11887,7,120,0,-129.0,12.0,Withdrawn,1,0,0,1
11888,7,120,0,-32.0,,Fail,2,0,0,0
11889,7,90,0,-94.0,16.0,Withdrawn,1,0,0,1
11890,7,75,0,-67.0,,Fail,2,0,0,0
11891,7,90,0,-150.0,,Pass,3,1,0,0
11892,7,60,0,-36.0,,Fail,2,0,0,0
11893,7,90,0,-150.0,,Pass,3,1,0,0
11894,7,90,0,-94.0,-15.0,Withdrawn,1,0,0,1
11895,7,120,0,-148.0,8.0,Withdrawn,1,0,0,1
11896,7,90,0,-50.0,12.0,Withdrawn,1,0,0,1
11897,7,60,0,-16.0,,Pass,3,1,0,0
11898,7,60,0,-106.0,,Fail,2,0,0,0
11899,7,60,0,-30.0,52.0,Withdrawn,1,0,0,1
11900,7,60,0,-38.0,,Fail,2,0,0,0
11901,7,60,0,-72.0,-30.0,Withdrawn,1,0,0,1
11902,7,120,0,-143.0,,Fail,2,0,0,0
11903,7,150,0,-29.0,,Fail,2,0,0,0
11904,7,90,0,-113.0,,Pass,3,1,0,0
11905,7,120,0,-143.0,34.0,Withdrawn,1,0,0,1
11906,7,120,0,-74.0,-57.0,Withdrawn,1,0,0,1
11907,7,60,0,-129.0,,Distinction,4,1,1,0
11908,7,90,0,-120.0,12.0,Withdrawn,1,0,0,1
11909,7,120,0,-123.0,,Pass,3,1,0,0
11910,7,120,0,-135.0,-4.0,Withdrawn,1,0,0,1
11911,7,60,0,-120.0,130.0,Withdrawn,1,0,0,1
11912,7,180,0,-14.0,146.0,Withdrawn,1,0,0,1
11913,7,120,0,-98.0,,Pass,3,1,0,0
11914,7,60,0,-72.0,,Distinction,4,1,1,0
11915,7,90,0,-35.0,-3.0,Withdrawn,1,0,0,1
11916,7,90,0,-43.0,,Fail,2,0,0,0
11917,7,120,0,-43.0,12.0,Withdrawn,1,0,0,1
11918,7,120,0,-81.0,,Distinction,4,1,1,0
11919,7,150,0,-129.0,27.0,Withdrawn,1,0,0,1
11920,7,30,0,-137.0,12.0,Withdrawn,1,0,0,1
11921,7,30,0,-147.0,,Fail,2,0,0,0
11922,7,120,0,-143.0,,Fail,2,0,0,0
11923,7,60,0,-144.0,-26.0,Withdrawn,1,0,0,1
11924,7,90,0,-24.0,59.0,Withdrawn,1,0,0,1
11925,7,60,0,-38.0,-8.0,Withdrawn,1,0,0,1
11926,7,60,0,-87.0,,Distinction,4,1,1,0
11927,7,120,0,-101.0,,Distinction,4,1,1,0
11928,7,120,0,-24.0,,Distinction,4,1,1,0
11929,7,120,0,-100.0,18.0,Withdrawn,1,0,0,1
11930,7,120,0,-79.0,12.0,Withdrawn,1,0,0,1
11931,7,120,0,-143.0,31.0,Withdrawn,1,0,0,1
11932,7,120,0,-84.0,,Distinction,4,1,1,0
11933,7,90,0,-106.0,,Distinction,4,1,1,0
11934,7,60,0,-86.0,,Pass,3,1,0,0
11935,7,120,0,-129.0,12.0,Withdrawn,1,0,0,1
11936,7,90,0,-120.0,215.0,Withdrawn,1,0,0,1
11937,7,120,0,-107.0,,Pass,3,1,0,0
11938,7,120,0,-136.0,9.0,Withdrawn,1,0,0,1
11939,7,30,0,-56.0,,Pass,3,1,0,0
11940,7,120,0,-136.0,-59.0,Withdrawn,1,0,0,1
11941,7,120,0,-137.0,,Fail,2,0,0,0
11942,7,120,0,-53.0,,Pass,3,1,0,0
11943,7,60,0,-13.0,-10.0,Withdrawn,1,0,0,1
11944,7,60,0,-28.0,12.0,Withdrawn,1,0,0,1
11945,7,60,0,-120.0,,Fail,2,0,0,0
11946,7,120,0,-99.0,,Distinction,4,1,1,0
11947,7,120,0,-135.0,-123.0,Withdrawn,1,0,0,1
11948,7,90,0,-135.0,12.0,Withdrawn,1,0,0,1
11949,7,120,0,-122.0,32.0,Withdrawn,1,0,0,1
11950,7,180,0,-137.0,11.0,Withdrawn,1,0,0,1
11951,7,120,0,-129.0,,Pass,3,1,0,0
11952,7,90,0,-93.0,,Distinction,4,1,1,0
11953,7,90,0,-28.0,124.0,Withdrawn,1,0,0,1
11954,7,120,0,-133.0,,Pass,3,1,0,0
11955,7,90,0,-73.0,18.0,Withdrawn,1,0,0,1
11956,7,120,0,-136.0,,Pass,3,1,0,0
11957,7,90,0,-135.0,67.0,Withdrawn,1,0,0,1
11958,7,60,0,-22.0,,Fail,2,0,0,0
11959,7,60,0,-114.0,12.0,Withdrawn,1,0,0,1
11960,7,60,0,-23.0,,Pass,3,1,0,0
11961,7,60,0,-42.0,101.0,Withdrawn,1,0,0,1
11962,7,90,0,-129.0,12.0,Withdrawn,1,0,0,1
11963,7,60,0,-36.0,31.0,Withdrawn,1,0,0,1
11964,7,120,0,-31.0,,Pass,3,1,0,0
11965,7,150,0,-25.0,,Distinction,4,1,1,0
11966,7,30,0,-36.0,,Pass,3,1,0,0
11967,7,60,0,-129.0,,Pass,3,1,0,0
11968,7,120,0,-133.0,,Fail,2,0,0,0
11969,7,120,0,-128.0,,Pass,3,1,0,0
11970,7,120,0,-133.0,,Fail,2,0,0,0
11971,7,60,0,-64.0,-5.0,Withdrawn,1,0,0,1
11972,7,30,0,-133.0,27.0,Withdrawn,1,0,0,1
11973,7,90,0,-53.0,157.0,Withdrawn,1,0,0,1
11974,7,120,0,-49.0,,Distinction,4,1,1,0
11975,7,150,0,-129.0,-10.0,Withdrawn,1,0,0,1
11976,7,120,0,-32.0,,Pass,3,1,0,0
11977,7,90,0,-24.0,,Distinction,4,1,1,0
11978,7,30,0,-122.0,,Distinction,4,1,1,0
11979,7,150,0,-128.0,27.0,Withdrawn,1,0,0,1
11980,7,60,0,-115.0,159.0,Withdrawn,1,0,0,1
11981,7,60,0,-78.0,,Distinction,4,1,1,0
11982,7,120,0,-92.0,-81.0,Withdrawn,1,0,0,1
11983,7,90,0,-121.0,-14.0,Withdrawn,1,0,0,1
11984,7,30,0,-15.0,,Distinction,4,1,1,0
11985,7,120,0,-128.0,-18.0,Withdrawn,1,0,0,1
11986,7,150,0,-128.0,,Pass,3,1,0,0
11987,7,120,0,-121.0,,Pass,3,1,0,0
11988,7,120,0,-31.0,46.0,Withdrawn,1,0,0,1
11989,7,150,0,-88.0,,Pass,3,1,0,0
11990,7,60,0,-123.0,,Pass,3,1,0,0
11991,7,120,0,-24.0,,Pass,3,1,0,0
11992,7,60,0,-5.0,40.0,Withdrawn,1,0,0,1
11993,7,90,0,-88.0,58.0,Withdrawn,1,0,0,1
11994,7,120,0,-60.0,,Pass,3,1,0,0
11995,7,120,0,-123.0,-61.0,Withdrawn,1,0,0,1
11996,7,120,0,-123.0,-64.0,Withdrawn,1,0,0,1
11997,7,30,0,-38.0,,Distinction,4,1,1,0
11998,7,60,0,-92.0,,Pass,3,1,0,0
11999,7,120,0,-9.0,,Pass,3,1,0,0
12000,7,120,0,-102.0,-67.0,Withdrawn,1,0,0,1
12001,7,120,0,-30.0,,Pass,3,1,0,0
12002,7,90,0,-85.0,95.0,Withdrawn,1,0,0,1
12003,7,120,0,-18.0,12.0,Withdrawn,1,0,0,1
12004,7,120,0,-120.0,-107.0,Withdrawn,1,0,0,1
12005,7,90,0,-71.0,,Fail,2,0,0,0
12006,7,90,0,-15.0,,Pass,3,1,0,0
12007,7,60,0,-16.0,,Distinction,4,1,1,0
12008,7,120,0,-101.0,,Pass,3,1,0,0
12009,7,60,0,-25.0,,Pass,3,1,0,0
12010,7,120,0,-112.0,-5.0,Withdrawn,1,0,0,1
12011,7,90,0,-72.0,173.0,Withdrawn,1,0,0,1
12012,7,120,0,-112.0,12.0,Withdrawn,1,0,0,1
12013,7,30,0,-44.0,,Pass,3,1,0,0
12014,7,60,0,-105.0,,Pass,3,1,0,0
12015,7,120,0,-78.0,-19.0,Withdrawn,1,0,0,1
12016,7,210,0,-32.0,,Fail,2,0,0,0
12017,7,90,0,-57.0,53.0,Withdrawn,1,0,0,1
12018,7,120,0,-115.0,-93.0,Withdrawn,1,0,0,1
12019,7,120,0,-93.0,157.0,Withdrawn,1,0,0,1
12020,7,90,0,-109.0,,Distinction,4,1,1,0
12021,7,120,0,-113.0,,Distinction,4,1,1,0
12022,7,60,0,-70.0,,Fail,2,0,0,0
12023,7,120,0,-79.0,12.0,Withdrawn,1,0,0,1
12024,7,60,0,-77.0,,Distinction,4,1,1,0
12025,7,180,0,-109.0,-2.0,Withdrawn,1,0,0,1
12026,7,150,0,-22.0,,Pass,3,1,0,0
12027,7,30,0,-56.0,,Distinction,4,1,1,0
12028,7,90,0,-70.0,,Pass,3,1,0,0
12029,7,60,0,-101.0,170.0,Withdrawn,1,0,0,1
12030,7,120,0,-25.0,,Pass,3,1,0,0
12031,7,30,0,-78.0,,Distinction,4,1,1,0
12032,7,120,0,-57.0,,Pass,3,1,0,0
12033,7,60,0,-87.0,,Pass,3,1,0,0
12034,7,240,0,-95.0,-2.0,Withdrawn,1,0,0,1
12035,7,60,0,-36.0,,Pass,3,1,0,0
12036,7,210,0,-46.0,,Distinction,4,1,1,0
12037,7,120,0,-44.0,,Pass,3,1,0,0
12038,7,90,0,-57.0,,Distinction,4,1,1,0
12039,7,60,0,-37.0,,Pass,3,1,0,0
7523,7,240,0,-98.0,-96.0,Withdrawn,1,0,0,1
12040,7,60,0,-20.0,,Pass,3,1,0,0
12041,7,90,0,-108.0,,Distinction,4,1,1,0
12042,7,30,0,-9.0,,Fail,2,0,0,0
12043,7,60,0,-23.0,,Fail,2,0,0,0
12044,7,60,0,-100.0,48.0,Withdrawn,1,0,0,1
12045,7,90,0,-28.0,-3.0,Withdrawn,1,0,0,1
12046,7,30,0,-29.0,,Pass,3,1,0,0
12047,7,60,0,-44.0,155.0,Withdrawn,1,0,0,1
12048,7,90,0,-30.0,,Distinction,4,1,1,0
12049,7,120,0,-107.0,,Distinction,4,1,1,0
12050,7,60,0,-107.0,-45.0,Withdrawn,1,0,0,1
12051,7,60,0,-77.0,,Distinction,4,1,1,0
12052,7,30,0,-16.0,187.0,Withdrawn,1,0,0,1
12053,7,210,0,-66.0,,Distinction,4,1,1,0
12054,7,60,0,-24.0,,Pass,3,1,0,0
12055,7,150,0,-23.0,,Fail,2,0,0,0
12056,7,120,0,-15.0,9.0,Withdrawn,1,0,0,1
12057,7,60,0,-102.0,,Fail,2,0,0,0
12058,7,120,0,-88.0,-53.0,Withdrawn,1,0,0,1
12059,7,90,0,-35.0,,Pass,3,1,0,0
12060,7,150,0,-28.0,,Fail,2,0,0,0
12061,7,60,0,-64.0,,Distinction,4,1,1,0
12062,7,90,0,-93.0,,Fail,2,0,0,0
12063,7,150,0,-95.0,,Pass,3,1,0,0
12064,7,60,0,-57.0,,Distinction,4,1,1,0
12065,7,120,0,-98.0,-68.0,Withdrawn,1,0,0,1
12066,7,30,0,-22.0,12.0,Withdrawn,1,0,0,1
12067,7,60,0,-32.0,130.0,Withdrawn,1,0,0,1
12068,7,90,0,-58.0,12.0,Withdrawn,1,0,0,1
12069,7,60,0,-37.0,,Distinction,4,1,1,0
12070,7,180,0,-38.0,,Pass,3,1,0,0
12071,7,120,0,-92.0,,Pass,3,1,0,0
12072,7,90,0,-66.0,,Pass,3,1,0,0
12073,7,120,0,-88.0,,Pass,3,1,0,0
12074,7,150,0,-73.0,,Pass,3,1,0,0
12075,7,60,0,-53.0,,Distinction,4,1,1,0
12076,7,120,0,-67.0,144.0,Withdrawn,1,0,0,1
12077,7,60,0,-91.0,-32.0,Withdrawn,1,0,0,1
12078,7,150,0,-74.0,,Distinction,4,1,1,0
12079,7,120,0,-99.0,-58.0,Withdrawn,1,0,0,1
12080,7,120,0,-74.0,,Pass,3,1,0,0
12081,7,120,0,-64.0,-17.0,Withdrawn,1,0,0,1
12082,7,60,0,-38.0,,Distinction,4,1,1,0
12083,7,240,0,-31.0,-8.0,Withdrawn,1,0,0,1
12084,7,60,0,-9.0,,Distinction,4,1,1,0
12085,7,90,0,-15.0,17.0,Withdrawn,1,0,0,1
12086,7,180,0,-94.0,-36.0,Withdrawn,1,0,0,1
12087,7,120,0,-71.0,,Distinction,4,1,1,0
12088,7,90,0,-94.0,12.0,Withdrawn,1,0,0,1
12089,7,60,0,-38.0,,Fail,2,0,0,0
12090,7,120,0,-94.0,,Pass,3,1,0,0
12091,7,120,0,-53.0,,Pass,3,1,0,0
12092,7,120,0,-87.0,,Pass,3,1,0,0
12093,7,120,0,-91.0,,Withdrawn,1,0,0,1
12094,7,60,0,-9.0,,Fail,2,0,0,0
12095,7,120,0,-86.0,,Distinction,4,1,1,0
12096,7,120,0,-78.0,,Pass,3,1,0,0
12097,7,60,0,-73.0,,Pass,3,1,0,0
12098,7,120,0,-30.0,,Fail,2,0,0,0
12099,7,90,0,-14.0,-5.0,Withdrawn,1,0,0,1
12100,7,120,0,-46.0,,Pass,3,1,0,0
12101,7,120,0,-46.0,12.0,Withdrawn,1,0,0,1
12102,7,60,0,-43.0,128.0,Withdrawn,1,0,0,1
12103,7,60,0,-17.0,171.0,Withdrawn,1,0,0,1
12104,7,120,0,-57.0,-32.0,Withdrawn,1,0,0,1
12105,7,90,0,-73.0,,Pass,3,1,0,0
12106,7,120,0,-44.0,-2.0,Withdrawn,1,0,0,1
12107,7,90,0,-29.0,,Distinction,4,1,1,0
12108,7,90,0,-52.0,,Fail,2,0,0,0
12109,7,90,0,-60.0,-4.0,Withdrawn,1,0,0,1
12110,7,60,0,-43.0,115.0,Withdrawn,1,0,0,1
12111,7,120,0,-25.0,-1.0,Withdrawn,1,0,0,1
12112,7,60,0,-57.0,,Fail,2,0,0,0
12113,7,120,0,-23.0,,Pass,3,1,0,0
12114,7,150,0,-66.0,,Distinction,4,1,1,0
12115,7,60,0,-71.0,,Distinction,4,1,1,0
12116,7,120,0,-7.0,6.0,Withdrawn,1,0,0,1
12117,7,90,0,-43.0,128.0,Withdrawn,1,0,0,1
12118,7,60,0,-87.0,,Fail,2,0,0,0
12119,7,60,0,-81.0,,Fail,2,0,0,0
12120,7,120,0,-73.0,12.0,Withdrawn,1,0,0,1
12121,7,30,0,-86.0,,Pass,3,1,0,0
12122,7,150,0,-57.0,,Distinction,4,1,1,0
12123,7,30,0,-56.0,,Pass,3,1,0,0
12124,7,60,0,-71.0,,Distinction,4,1,1,0
12125,7,120,0,-37.0,,Pass,3,1,0,0
12126,7,120,0,-22.0,,Pass,3,1,0,0
12127,7,120,0,-60.0,,Distinction,4,1,1,0
12128,7,120,0,-23.0,,Distinction,4,1,1,0
12129,7,60,0,-57.0,,Distinction,4,1,1,0
12130,7,90,0,-79.0,157.0,Withdrawn,1,0,0,1
12131,7,60,0,-24.0,,Pass,3,1,0,0
12132,7,180,0,-28.0,12.0,Withdrawn,1,0,0,1
12133,7,60,0,-10.0,,Pass,3,1,0,0
12134,7,150,0,,-65.0,Withdrawn,1,0,0,1
12135,7,90,0,-79.0,,Pass,3,1,0,0
12136,7,60,0,-66.0,,Pass,3,1,0,0
12137,7,60,0,-81.0,,Distinction,4,1,1,0
12138,7,120,0,-81.0,12.0,Withdrawn,1,0,0,1
12139,7,120,0,-24.0,,Fail,2,0,0,0
12140,7,60,0,-23.0,,Pass,3,1,0,0
12141,7,60,0,-74.0,101.0,Withdrawn,1,0,0,1
12142,7,30,0,-79.0,,Pass,3,1,0,0
12143,7,90,0,-25.0,,Distinction,4,1,1,0
12144,7,120,0,-79.0,,Pass,3,1,0,0
12145,7,60,0,-20.0,,Pass,3,1,0,0
12146,7,120,0,-70.0,12.0,Withdrawn,1,0,0,1
12147,7,120,0,-64.0,,Pass,3,1,0,0
12148,7,60,0,-58.0,-22.0,Withdrawn,1,0,0,1
12149,7,30,0,-57.0,,Distinction,4,1,1,0
12150,7,60,0,-49.0,-3.0,Withdrawn,1,0,0,1
12151,7,60,0,-67.0,10.0,Withdrawn,1,0,0,1
12152,7,90,0,-25.0,58.0,Withdrawn,1,0,0,1
12153,7,120,0,-74.0,12.0,Withdrawn,1,0,0,1
12154,7,60,0,-56.0,-31.0,Withdrawn,1,0,0,1
12155,7,30,0,-46.0,116.0,Withdrawn,1,0,0,1
12156,7,60,0,-28.0,,Fail,2,0,0,0
12157,7,120,0,-7.0,,Pass,3,1,0,0
12158,7,60,0,-74.0,153.0,Withdrawn,1,0,0,1
12159,7,90,0,-28.0,,Distinction,4,1,1,0
12160,7,120,0,-72.0,34.0,Withdrawn,1,0,0,1
12161,7,120,0,-67.0,,Pass,3,1,0,0
12162,7,240,0,-20.0,-2.0,Withdrawn,1,0,0,1
12163,7,120,0,-37.0,,Pass,3,1,0,0
12164,7,150,0,-38.0,,Fail,2,0,0,0
